area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url,Lat,Lon
"58,50 m²",promo_top_ads,46yjQ,,,Oferta prywatna,379000.0,6479.0,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie rozkładowe, Jeżyce ul. Jackowskiego",60667238,https://www.otodom.pl/oferta/mieszkanie-rozkladowe-jezyce-ul-jackowskiego-ID46yjQ.html#a8e11952d1,52.4101495,16.8965917
"68,40 m²",promo_top_ads,45UgA,,,Choiński Kroll Nieruchomości,515000.0,7529.0,3 pokoje,Mieszkanie na sprzedaż:,3 Pokoje Z Dużym Balkonem Na Podolanach,60513276,https://www.otodom.pl/oferta/3-pokoje-z-duzym-balkonem-na-podolanach-ID45UgA.html#a8e11952d1,52.4440584,16.8934622
"44,70 m²",promo_top_ads,46yIE,,,Obsługa zdalna Oferta prywatna,350000.0,7830.0,2 pokoje,Mieszkanie na sprzedaż:,"Jeżyce 44,7m2",60668776,https://www.otodom.pl/oferta/jezyce-44-7m2-ID46yIE.html#a8e11952d1,52.4155578,16.9101154
48 m²,listing_no_promo,465gd,,,Dominanta Nieruchomości,291580.0,6075.0,2 pokoje,Mieszkanie na sprzedaż:,Podolany nowe 48m2,60555537,https://www.otodom.pl/oferta/podolany-nowe-48m2-ID465gd.html#a8e11952d1,52.45718,16.88339
"42,53 m²",listing_no_promo,45ABy,,,CONSTRUCTA PLUS,,,2 pokoje,Mieszkanie na sprzedaż:,"Winiarska 40, mieszkanie M5",60437696,https://www.otodom.pl/oferta/winiarska-40-mieszkanie-m5-ID45ABy.html#a8e11952d1,52.4303673,16.9110425
"87,80 m²",listing_no_promo,45Az6,,,CONSTRUCTA PLUS,,,4 pokoje,Mieszkanie na sprzedaż:,"Winiarska 40, mieszkanie M41",60437544,https://www.otodom.pl/oferta/winiarska-40-mieszkanie-m41-ID45Az6.html#a8e11952d1,52.4303673,16.9110425
"66,70 m²",listing_no_promo,4656M,,,Poznańskie Nieruchomości,390000.0,5847.0,3 pokoje,Mieszkanie na sprzedaż:,Trzy pokoje przy Dąbrowskiego,60554952,https://www.otodom.pl/oferta/trzy-pokoje-przy-dabrowskiego-ID4656M.html#a8e11952d1,52.4262224,16.8593741
"48,87 m²",listing_no_promo,4644s,,,KPS INVEST Krzysztof Stefaniak,386073.0,7900.0,2 pokoje,Mieszkanie na sprzedaż:,Zakończona inwestycja - ul.Janickiego,60550964,https://www.otodom.pl/oferta/zakonczona-inwestycja-ul-janickiego-ID4644s.html#a8e11952d1,52.418706155714,16.8965517653
143 m²,listing_no_promo,4641R,,,Pietras Nieruchomości,1139000.0,7965.0,4 pokoje,Mieszkanie na sprzedaż:,Piętro Willi na Sołaczu+Ogród+Garaż+Parking,60550803,https://www.otodom.pl/oferta/pietro-willi-na-solaczu-ogrod-garaz-parking-ID4641R.html#a8e11952d1,52.42525776,16.90724552
52 m²,listing_no_promo,4640v,,,Nieruchomosci Laskowski,393420.0,7566.0,2 pokoje,Mieszkanie na sprzedaż:,"Nowoczesne w świetnej lokalizacji, 52 m, Jeżyce",60550720,https://www.otodom.pl/oferta/nowoczesne-w-swietnej-lokalizacji-52-m-jezyce-ID4640v.html#a8e11952d1,52.4185878,16.8975378
"42,50 m²",listing_no_promo,4640w,,,Nieruchomosci Laskowski,321345.0,7561.0,2 pokoje,Mieszkanie na sprzedaż:,"Nowoczesne, 42,50 M z ogródkiem, Jeżyce,",60550719,https://www.otodom.pl/oferta/nowoczesne-42-50-m-z-ogrodkiem-jezyce-ID4640w.html#a8e11952d1,52.4185878,16.8975378
37 m²,listing_no_promo,463ID,,,BON ProInwestycje,289000.0,7811.0,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie na sprzedaż Poznań, ul. Turkusowa",60549611,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-poznan-ul-turkusowa-ID463ID.html#a8e11952d1,52.4311333,16.9045445
58 m²,listing_no_promo,4625l,,,Shark Nieruchomości,454000.0,7828.0,3 pokoje,Mieszkanie na sprzedaż:,Słoneczny Strzeszyn od zaraz!,60543331,https://www.otodom.pl/oferta/sloneczny-strzeszyn-od-zaraz-ID4625l.html#a8e11952d1,52.454204,16.8840962
