area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url,Lat,Lon
"76,43 m²",promo_top_ads,46oef,,,Oferta prywatna,620000.0,8112.0,3 pokoje,Mieszkanie na sprzedaż:,Przestronne i klimatyczne mieszkanie na Jeżycach.,60628451,https://www.otodom.pl/oferta/przestronne-i-klimatyczne-mieszkanie-na-jezycach-ID46oef.html#6bbbf99a2c,52.41031966035245,16.895497358721936
25 m²,promo_top_ads,46BRs,,,Oferta prywatna,215000.0,8600.0,1 pokój,Mieszkanie na sprzedaż:,Jeżyce,60680854,https://www.otodom.pl/oferta/jezyce-ID46BRs.html#6bbbf99a2c,52.43655,16.84479
"44,70 m²",promo_top_ads,46yIE,,,Obsługa zdalna Oferta prywatna,350000.0,7830.0,2 pokoje,Mieszkanie na sprzedaż:,"Jeżyce 44,7m2",60668776,https://www.otodom.pl/oferta/jezyce-44-7m2-ID46yIE.html#6bbbf99a2c,52.4155578,16.9101154
35 m²,listing_no_promo,46l6S,,,Biuro Obrotu Nieruchomościami 5 Aleja Anna Popielska,330000.0,9429.0,1 pokój,Mieszkanie na sprzedaż:,Duża kawalerka Dąbrowskiego Centrum 2012r,60616462,https://www.otodom.pl/oferta/duza-kawalerka-dabrowskiego-centrum-2012r-ID46l6S.html#6bbbf99a2c,52.4262224,16.8593741
"90,77 m²",listing_no_promo,44mpE,,,Ślemp Nieruchomości Radosław Ślemp,545000.0,6004.0,4 pokoje,Mieszkanie na sprzedaż:,Przestronny segment z 4 pokojami i osobną kuchnią,60144814,https://www.otodom.pl/oferta/przestronny-segment-z-4-pokojami-i-osobna-kuchnia-ID44mpE.html#6bbbf99a2c,52.45054342,16.89043678
"49,50 m²",listing_no_promo,46kQm,,,Nieruchomości Miejskie,305000.0,6162.0,3 pokoje,Mieszkanie na sprzedaż:,3 pokojowe mieszkanie pod inwestycje/OKAZJA!,60615438,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-pod-inwestycje-okazja-ID46kQm.html#6bbbf99a2c,52.4411688161842,16.913470687866212
"49,12 m²",listing_no_promo,46kPH,,,Smart Nieruchomości,450000.0,9161.0,3 pokoje,Mieszkanie na sprzedaż:,"Strzeszyn Grecki,3 pok,GARAŻ!komórka,2019'PIĘKNE!",60615397,https://www.otodom.pl/oferta/strzeszyn-grecki-3-pok-garaz-komorka-2019piekne-ID46kPH.html#6bbbf99a2c,52.4467615,16.8644187
48 m²,listing_no_promo,46kDW,,,Smart Nieruchomości,353000.0,7354.0,3 pokoje,Mieszkanie na sprzedaż:,"Bonin, Lazurowa, Trzy Pokoje, Balkon",60614667,https://www.otodom.pl/oferta/bonin-lazurowa-trzy-pokoje-balkon-ID46kDW.html#6bbbf99a2c,52.4297957,16.9061885
80 m²,listing_no_promo,46kBi,,,Shark Nieruchomości,519000.0,6488.0,2 pokoje,Mieszkanie na sprzedaż:,2 klimatyczne pokoje w kamienicy!!,60614504,https://www.otodom.pl/oferta/2-klimatyczne-pokoje-w-kamienicy-ID46kBi.html#6bbbf99a2c,52.4140335,16.905775
"58,50 m²",listing_no_promo,46kgZ,,,Browwar Nieruchomości,379000.0,6479.0,2 pokoje,Mieszkanie na sprzedaż:,"Cichy, nowoczesny apartament w jeżyckiej kamienicy",60613245,https://www.otodom.pl/oferta/cichy-nowoczesny-apartament-w-jezyckiej-kamienicy-ID46kgZ.html#6bbbf99a2c,52.41195221,16.90450704
