area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url,Lat,Lon
63 m²,promo_top_ads,46czI,,,Oferta prywatna,510000.0,8095.0,2 pokoje,Mieszkanie na sprzedaż:,Dwupoziomowe w kamienicy - JEŻYCE 63m2,60583654,https://www.otodom.pl/oferta/dwupoziomowe-w-kamienicy-jezyce-63m2-ID46czI.html#4ab8afc903,52.41408150647659,16.910388629455564
"76,43 m²",promo_top_ads,46oef,,,Oferta prywatna,620000.0,8112.0,3 pokoje,Mieszkanie na sprzedaż:,Przestronne i klimatyczne mieszkanie na Jeżycach.,60628451,https://www.otodom.pl/oferta/przestronne-i-klimatyczne-mieszkanie-na-jezycach-ID46oef.html#4ab8afc903,52.41031966035245,16.895497358721936
"51,53 m²",promo_top_ads,45VP2,,,Oferta prywatna,446700.0,8669.0,3 pokoje,Mieszkanie na sprzedaż:,"3 pokoje z balkonem, R. Jeżycki",60523100,https://www.otodom.pl/oferta/3-pokoje-z-balkonem-r-jezycki-ID45VP2.html#4ab8afc903,52.41279564555897,16.902976089746087
"30,84 m²",listing_no_promo,46sKh,,,Choiński Kroll Nieruchomości,245000.0,7944.0,1 pokój,Mieszkanie na sprzedaż:,Kawalerka z balkonem Jeżyce Rezerwacja,60645813,https://www.otodom.pl/oferta/kawalerka-z-balkonem-jezyce-rezerwacja-ID46sKh.html#4ab8afc903,52.4126886,16.9070257
"35,73 m²",listing_no_promo,46sIV,,,Perfect House,307000.0,8592.0,1 pokój,Mieszkanie na sprzedaż:,35 metrów - I piętro- loggia - Winiary,60645730,https://www.otodom.pl/oferta/35-metrow-i-pietro-loggia-winiary-ID46sIV.html#4ab8afc903,52.43315,16.90875
"47,50 m²",listing_no_promo,46eOf,,,Oferta prywatna,350000.0,7368.0,2 pokoje,Mieszkanie na sprzedaż:,Przytulne 2- pok. Bonin DO WPROWADZENIA OD ZARAZ,60592243,https://www.otodom.pl/oferta/przytulne-2-pok-bonin-do-wprowadzenia-od-zaraz-ID46eOf.html#4ab8afc903,52.4311333,16.9045445
"57,60 m²",listing_no_promo,46ss6,,,West Home,429000.0,7448.0,3 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 57,60 m², Poznań",60644686,https://www.otodom.pl/oferta/mieszkanie-57-60-m-poznan-ID46ss6.html#4ab8afc903,52.409458951231,16.908074806885
"61,83 m²",listing_no_promo,46snU,,,VanDer Haus Nieruchomości Sp. z o.o.,329900.0,5336.0,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie do remontu - Polna,60644426,https://www.otodom.pl/oferta/mieszkanie-do-remontu-polna-ID46snU.html#4ab8afc903,52.410382,16.8956301
51 m²,listing_no_promo,46smG,,,Platan Nieruchomości Sp. z o.o.,379000.0,7431.0,2 pokoje,Mieszkanie na sprzedaż:,Ładne mieszkanie z pięknym widokiem na Poznań!!,60644350,https://www.otodom.pl/oferta/ladne-mieszkanie-z-pieknym-widokiem-na-poznan-ID46smG.html#4ab8afc903,52.433219,16.9085025
"65,20 m²",listing_no_promo,46smC,,,Platan Nieruchomości Sp. z o.o.,560000.0,8589.0,3 pokoje,Mieszkanie na sprzedaż:,"Luksusowe, duże mieszkanie na Piątkowskiej!!",60644346,https://www.otodom.pl/oferta/luksusowe-duze-mieszkanie-na-piatkowskiej-ID46smC.html#4ab8afc903,52.43205872,16.91388988
