area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url
"32,70 m²",promo_top_ads,4afEU,,,Obsługa zdalna Oferta prywatna,380000,11621,2 pokoje,Mieszkanie na sprzedaż:,"Jeżyce, odnowiona kamienica, nowe 2-pokojowe",61548820,https://www.otodom.pl/pl/oferta/jezyce-odnowiona-kamienica-nowe-2-pokojowe-ID4afEU.html#068ba5fd61
"69,41 m²",promo_top_ads,4aq5F,,,Oferta prywatna,670000,9653,3 pokoje,Mieszkanie na sprzedaż:,"Apartamentowiec - Jeżyce, 69m2 + garaż",61588919,https://www.otodom.pl/pl/oferta/apartamentowiec-jezyce-69m2-garaz-ID4aq5F.html#068ba5fd61
"87,45 m²",promo_top_ads,49gy6,,,Home Empire,498465,5700,3 pokoje,Mieszkanie na sprzedaż:,Nowość! Apartament 87 m2 blisko jeziora! 2 balkony,61313914,https://www.otodom.pl/pl/oferta/nowosc-apartament-87-m2-blisko-jeziora-2-balkony-ID49gy6.html#068ba5fd61
"44,86 m²",listing_no_promo,45nyZ,,,Colian Developer Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,412712,9200,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie B162,60387565,https://www.otodom.pl/pl/oferta/mieszkanie-b162-ID45nyZ.html#068ba5fd61
20 m²,listing_no_promo,48ne6,,,Platan Nieruchomości Sp. z o.o.,98000,4900,1 pokój,Mieszkanie na sprzedaż:,Atrakcyjny domek wraz z ogródkiem działka Rod,61101254,https://www.otodom.pl/pl/oferta/atrakcyjny-domek-wraz-z-ogrodkiem-dzialka-rod-ID48ne6.html#068ba5fd61
"105,11 m²",listing_no_promo,43JcI,,,21 Art-Bud Sp. z o.o. Sp. k.,977523,9300,4 pokoje,Mieszkanie na sprzedaż:,Poznań Drzymały lokal 1/3,59994096,https://www.otodom.pl/pl/oferta/poznan-drzymaly-lokal-1-3-ID43JcI.html#068ba5fd61
"56,31 m²",listing_no_promo,45nz2,,,Colian Developer Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,512421,9100,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie B163,60387568,https://www.otodom.pl/pl/oferta/mieszkanie-b163-ID45nz2.html#068ba5fd61
60 m²,listing_no_promo,48mIK,,,Nieruchomości FORMA,400000,6667,2 pokoje,Mieszkanie na sprzedaż:,Ładne Mieszkanie na Jeżycach,61099310,https://www.otodom.pl/pl/oferta/ladne-mieszkanie-na-jezycach-ID48mIK.html#068ba5fd61
"44,86 m²",listing_no_promo,45nyz,,,Colian Developer Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,390282,8700,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie B156,60387539,https://www.otodom.pl/pl/oferta/mieszkanie-b156-ID45nyz.html#068ba5fd61
"56,31 m²",listing_no_promo,45nyD,,,Colian Developer Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,48708150,8650,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie B157,60387543,https://www.otodom.pl/pl/oferta/mieszkanie-b157-ID45nyD.html#068ba5fd61
"65,43 m²",listing_no_promo,48kCh,,,Obsługa zdalna GoldenHome Nieruchomości S.C.,634671,9700,3 pokoje,Mieszkanie na sprzedaż:,"3 Pokoje,Duży Taras,Sołacz,Okazja!",61091221,https://www.otodom.pl/pl/oferta/3-pokoje-duzy-taras-solacz-okazja-ID48kCh.html#068ba5fd61
"55,41 m²",listing_no_promo,48kv3,,,VanDer Haus Nieruchomości Sp. z o.o.,585000,10558,2 pokoje,Mieszkanie na sprzedaż:,"Jeżyce ""Longbridge"", słoneczne, z tarasem!",61090835,https://www.otodom.pl/pl/oferta/jezyce-longbridge-sloneczne-z-tarasem-ID48kv3.html#068ba5fd61
