area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url
"65,24 m²",promo_top_ads,44NHT,,,BAWA INVEST Spółka z ograniczoną odpowiedzialnością Sp. k.,,,3 pokoje,Mieszkanie na sprzedaż:,Apartamenty Rogozińska - Mieszkanie Górne 20 F,60249733,https://www.otodom.pl/oferta/apartamenty-rogozinska-mieszkanie-gorne-20-f-ID44NHT.html#ea1fc958cd
49 m²,promo_top_ads,46rT5,,,Oferta prywatna,318000,6490,2 pokoje,Mieszkanie na sprzedaż:,"Jeżyce, Podolany Nowy blok 2 pokoje z 50m2 ogrodem",60642515,https://www.otodom.pl/oferta/jezyce-podolany-nowy-blok-2-pokoje-z-50m2-ogrodem-ID46rT5.html#ea1fc958cd
"65,43 m²",promo_top_ads,43NWi,,,21 Art-Bud Sp. z o.o. Sp. k.,602456,9208,3 pokoje,Mieszkanie na sprzedaż:,Poznań Drzymały lokal 1/1,60012236,https://www.otodom.pl/oferta/poznan-drzymaly-lokal-1-1-ID43NWi.html#ea1fc958cd
51 m²,listing_no_promo,45sXw,,,Nieruchomosci Laskowski,304651,5974,3 pokoje,Mieszkanie na sprzedaż:,"Nowe, ul. Jasieska, najtaniej na rynku 5989 zł/m2",60408305,https://www.otodom.pl/oferta/nowe-ul-jasieska-najtaniej-na-rynku-5989-zl-m2-ID45sXw.html#ea1fc958cd
"55,72 m²",listing_no_promo,45sNi,,,Perfect House,585000,10499,3 pokoje,Mieszkanie na sprzedaż:,Kameralny apartament z ogródkiem na Podolanach,60407672,https://www.otodom.pl/oferta/kameralny-apartament-z-ogrodkiem-na-podolanach-ID45sNi.html#ea1fc958cd
42 m²,listing_no_promo,45ssZ,,,Corner Nieruchomości,299000,7119,2 pokoje,Mieszkanie na sprzedaż:,"Dwa pokoje, niski blok, Grochowska 87",60406413,https://www.otodom.pl/oferta/dwa-pokoje-niski-blok-grochowska-87-ID45ssZ.html#ea1fc958cd
29 m²,listing_no_promo,45rqg,,,Noble Estate,275000,9483,1 pokój,Mieszkanie na sprzedaż:,"Mieszkanie, 29 m², Poznań",60402400,https://www.otodom.pl/oferta/mieszkanie-29-m-poznan-ID45rqg.html#ea1fc958cd
"79,37 m²",listing_no_promo,45qXe,,,MOJE nowe M Nieruchomości,499000,6287,3 pokoje,Mieszkanie na sprzedaż:,Klimatyczne w sercu Jeżyc z parkingiem na podwórku,60400600,https://www.otodom.pl/oferta/klimatyczne-w-sercu-jezyc-z-parkingiem-na-podworku-ID45qXe.html#ea1fc958cd
"72,61 m²",listing_no_promo,45iWC,,,Estate Center sp.zo.o.,60629350,8350,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 3/F1, 3pokoje+aneks Zajezdnia Poznań",60369748,https://www.otodom.pl/oferta/mieszkanie-3-f1-3pokoje-aneks-zajezdnia-poznan-ID45iWC.html#ea1fc958cd
"79,04 m²",listing_no_promo,4536p,,,Estate Center sp.zo.o.,636272,8050,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 0/F1,2 pokoje+aneks,Zajezdnia Poznań",60308913,https://www.otodom.pl/oferta/mieszkanie-0-f1-2-pokoje-aneks-zajezdnia-poznan-ID4536p.html#ea1fc958cd
"119,68 m²",listing_no_promo,457t4,,,Estate Center sp.zo.o.,1291750,10793,4 pokoje,Mieszkanie na sprzedaż:,Zajezdnia Poznań 144 M2 s.deweloperski Plus,60325694,https://www.otodom.pl/oferta/zajezdnia-poznan-144-m2-s-deweloperski-plus-ID457t4.html#ea1fc958cd
55 m²,listing_no_promo,45nFB,,,Biuro Nieruchomości CASTLE,494000,8982,2 pokoje,Mieszkanie na sprzedaż:,Apartament w pięknej kamienicy!,60387975,https://www.otodom.pl/oferta/apartament-w-pieknej-kamienicy-ID45nFB.html#ea1fc958cd
"95,91 m²",listing_no_promo,45nEH,,,Senger & Partners Nieruchomości,1100000,11469,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 95,91 m², Poznań",60387919,https://www.otodom.pl/oferta/mieszkanie-95-91-m-poznan-ID45nEH.html#ea1fc958cd
