area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url
"65,24 m²",promo_top_ads,44NHP,,,BAWA INVEST Spółka z ograniczoną odpowiedzialnością Sp. k.,,,3 pokoje,Mieszkanie na sprzedaż:,Apartamenty Rogozińska - Mieszkanie Górne 20 D,60249729,https://www.otodom.pl/oferta/apartamenty-rogozinska-mieszkanie-gorne-20-d-ID44NHP.html#46f53463a1
"52,14 m²",promo_top_ads,46vIa,,,Oferta prywatna,405000,7768,3 pokoje,Mieszkanie na sprzedaż:,"Strzeszyn Grecki, Poznań ul. Witolda Pileckiego",60661058,https://www.otodom.pl/oferta/strzeszyn-grecki-poznan-ul-witolda-pileckiego-ID46vIa.html#46f53463a1
"63,30 m²",promo_top_ads,46ndF,,,Oferta pośrednika,439000,6935,3 pokoje,Mieszkanie na sprzedaż:,Mieszkanie w plombie z cegły z ekstra lokalizacją,60624571,https://www.otodom.pl/oferta/mieszkanie-w-plombie-z-cegly-z-ekstra-lokalizacja-ID46ndF.html#46f53463a1
"43,76 m²",listing_no_promo,45miT,,,Colian Developer Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,376336,8600,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie B106,60382723,https://www.otodom.pl/oferta/mieszkanie-b106-ID45miT.html#46f53463a1
"67,49 m²",listing_no_promo,45miS,,,Colian Developer Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,553418,8200,3 pokoje,Mieszkanie na sprzedaż:,Mieszkanie B105,60382722,https://www.otodom.pl/oferta/mieszkanie-b105-ID45miS.html#46f53463a1
"31,21 m²",listing_no_promo,45miF,,,Colian Developer Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,284011,9100,1 pokój,Mieszkanie na sprzedaż:,Mieszkanie B104,60382709,https://www.otodom.pl/oferta/mieszkanie-b104-ID45miF.html#46f53463a1
"31,63 m²",listing_no_promo,45miq,,,Colian Developer Spółka z ograniczoną odpowiedzialnością Spółka komandytowa,28625150,9050,1 pokój,Mieszkanie na sprzedaż:,Mieszkanie B103,60382694,https://www.otodom.pl/oferta/mieszkanie-b103-ID45miq.html#46f53463a1
"67,94 m²",listing_no_promo,45m7Y,,,AREA DEVELOPMENT,631842,9300,4 pokoje,Mieszkanie na sprzedaż:,"NOWOŚĆ Nowy Strzeszyn etap 2! 4pok, 68 m2 + 2 MP!",60382046,https://www.otodom.pl/oferta/nowosc-nowy-strzeszyn-etap-2-4pok-68-m2-2-mp-ID45m7Y.html#46f53463a1
"64,20 m²",listing_no_promo,45m7T,,,AREA DEVELOPMENT,574590,8950,3 pokoje,Mieszkanie na sprzedaż:,"NOWOŚĆ Nowy Strzeszyn etap 2! 3pok, 64 mkw + 2MP!",60382041,https://www.otodom.pl/oferta/nowosc-nowy-strzeszyn-etap-2-3pok-64-mkw-2mp-ID45m7T.html#46f53463a1
"58,06 m²",listing_no_promo,45m7L,,,AREA DEVELOPMENT,542861,9350,3 pokoje,Mieszkanie na sprzedaż:,"NOWOŚĆ Nowy Strzeszyn etap 2! 3pok, 58 mkw + 2 MP!",60382033,https://www.otodom.pl/oferta/nowosc-nowy-strzeszyn-etap-2-3pok-58-mkw-2-mp-ID45m7L.html#46f53463a1
