area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url,Lat,Lon,Const_Stat,ownership
"96,16 m²",listing_no_promo,43UTv,,,Immo House,692352.0,7200.0,4 pokoje,Mieszkanie na sprzedaż:,Przestronne mieszkanie 4 Pokoje Centrum 96m2,60039034,https://www.otodom.pl/oferta/przestronne-mieszkanie-4-pokoje-centrum-96m2-ID43UTv.html#068ba5fd61,52.43037,16.9077,no data,"[""full_ownership""]"
"45,48 m²",listing_no_promo,44ymx,,,Immo House,330040.0,7257.0,3 pokoje,Mieszkanie na sprzedaż:,"​3 Pokoje Nad Jeziorem! Atrakcyjna Cena, Got. 2020",60190749,https://www.otodom.pl/oferta/3-pokoje-nad-jeziorem-atrakcyjna-cena-got-2020-ID44ymx.html#068ba5fd61,52.43841,16.80572,no data,"[""full_ownership""]"
74 m²,listing_no_promo,44NKn,,,Pietras Nieruchomości,495000.0,6689.0,4 pokoje,Mieszkanie na sprzedaż:,Duże m. Jeżyce (inwestycja kawalerka+3 pok),60249887,https://www.otodom.pl/oferta/duze-m-jezyce-inwestycja-kawalerka-3-pok-ID44NKn.html#068ba5fd61,52.4097086,16.9062342,no data,"[""co_operative_ownership""]"
80 m²,listing_no_promo,43Zan,,,Re Search Nieruchomości i Inwestycje Sp. z o. o.,549000.0,6863.0,3 pokoje,Mieszkanie na sprzedaż:,loft w zrewitalizowanej kamienicy na Jeżycach,60055455,https://www.otodom.pl/oferta/loft-w-zrewitalizowanej-kamienicy-na-jezycach-ID43Zan.html#068ba5fd61,52.4101717,16.898120300000002,"[""ready_to_use""]","[""full_ownership""]"
"74,10 m²",listing_no_promo,44KtD,,,Biuro Obrotu Nieruchomościami 5 Aleja Anna Popielska,629000.0,8489.0,3 pokoje,Mieszkanie na sprzedaż:,3 pokoje z ogrodem ul. Koszalińska!!!,60237317,https://www.otodom.pl/oferta/3-pokoje-z-ogrodem-ul-koszalinska-ID44KtD.html#068ba5fd61,52.4553885,16.8417669,no data,no data
56 m²,listing_no_promo,44Kb4,,,Imperial House,399000.0,7125.0,3 pokoje,Mieszkanie na sprzedaż:,Poznań Podolany w super lokalizacji,60236166,https://www.otodom.pl/oferta/poznan-podolany-w-super-lokalizacji-ID44Kb4.html#068ba5fd61,52.45462239999999,16.894013100000002,"[""ready_to_use""]","[""full_ownership""]"
"81,34 m²",listing_no_promo,44Jbk,,,PURE PROPERTIES,397000.0,4881.0,3 pokoje,Mieszkanie na sprzedaż:,Atrakcyjne mieszkanie na modnych Jeżycach,60232338,https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-na-modnych-jezycach-ID44Jbk.html#068ba5fd61,52.4133,16.8991,no data,"[""full_ownership""]"
32 m²,listing_no_promo,44IVe,,,HousExpert Agencja Nieruchomości sp. z o.o.,279000.0,8719.0,1 pokój,Mieszkanie na sprzedaż:,"2 osobne kawalerki, idealne na inwestycje.",60231402,https://www.otodom.pl/oferta/2-osobne-kawalerki-idealne-na-inwestycje-ID44IVe.html#068ba5fd61,52.406374,16.92516,no data,no data
"37,30 m²",listing_no_promo,44IPz,,,NEXT NIERUCHOMOŚCI,375000.0,10054.0,2 pokoje,Mieszkanie na sprzedaż:,2 pokoje-Gotowe do zamieszkania! Nowy Blok! Ogrody,60230989,https://www.otodom.pl/oferta/2-pokoje-gotowe-do-zamieszkania-nowy-blok-ogrody-ID44IPz.html#068ba5fd61,52.419049,16.86518,no data,"[""full_ownership""]"
94 m²,listing_no_promo,44Ge9,,,Biuro Nieruchomości CASTLE,1347000.0,14330.0,4 pokoje,Mieszkanie na sprzedaż:,"Piękny apartament, centrum JEŻYC ''Nowa Zajezdnia""",60220981,https://www.otodom.pl/oferta/piekny-apartament-centrum-jezyc-nowa-zajezdnia-ID44Ge9.html#068ba5fd61,52.4085739,16.907196600000002,"[""ready_to_use""]","[""full_ownership""]"
"54,44 m²",listing_no_promo,44FfP,,,Immo House,413744.0,7600.0,2 pokoje,Mieszkanie na sprzedaż:,Przestronne mieszkania z osobną kuchnią 54 m2,60217241,https://www.otodom.pl/oferta/przestronne-mieszkania-z-osobna-kuchnia-54-m2-ID44FfP.html#068ba5fd61,52.42441,16.92598,no data,"[""full_ownership""]"
79 m²,listing_no_promo,44Dvf,,,WITKOWSKI&RAJTER,509000.0,6443.0,2 pokoje,Mieszkanie na sprzedaż:,"Duże 2 pokoje + balkon. Rynek Jeżycki,Park Sołacki",60210571,https://www.otodom.pl/oferta/duze-2-pokoje-balkon-rynek-jezycki-park-solacki-ID44Dvf.html#068ba5fd61,52.41492,16.90579,"[""ready_to_use""]","[""full_ownership""]"
67 m²,listing_no_promo,44Az9,,,Nieruchomosci Laskowski,390000.0,5821.0,3 pokoje,Mieszkanie na sprzedaż:,3 pok. 67 m2 ul.Dabrowskiego 390 tys zł,60199219,https://www.otodom.pl/oferta/3-pok-67-m2-ul-dabrowskiego-390-tys-zl-ID44Az9.html#068ba5fd61,52.4262224,16.8593741,"[""to_renovation""]","[""co_operative_ownership""]"
42 m²,listing_no_promo,44An4,,,Home Emperor sp. z o.o.,346000.0,8238.0,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 42 m², Poznań",60198470,https://www.otodom.pl/oferta/mieszkanie-42-m-poznan-ID44An4.html#068ba5fd61,52.43315,16.90875,no data,no data
"53,90 m²",listing_no_promo,44zzN,,,Perfect House,599000.0,11113.0,2 pokoje,Mieszkanie na sprzedaż:,super apartament 2 pokoje Centrum-Jeżyce,60195415,https://www.otodom.pl/oferta/super-apartament-2-pokoje-centrum-jezyce-ID44zzN.html#068ba5fd61,52.409435,16.902620000000002,no data,"[""full_ownership""]"
68 m²,listing_no_promo,44xOf,,,Investor Nieruchomości Franchise,475000.0,6985.0,3 pokoje,Mieszkanie na sprzedaż:,Winiary/ 68m2/ 3/pok/ wolne od zaraz,60188623,https://www.otodom.pl/oferta/winiary-68m2-3-pok-wolne-od-zaraz-ID44xOf.html#068ba5fd61,52.43315,16.90875,"[""ready_to_use""]","[""full_ownership""]"
"50,30 m²",listing_no_promo,44vjz,,,Nowy Dom Nieruchomości,377250.0,7500.0,2 pokoje,Mieszkanie na sprzedaż:,2pok.mieszkanie układ niezależny SOŁACZ ul.Sokoła,60182877,https://www.otodom.pl/oferta/2pok-mieszkanie-uklad-niezalezny-solacz-ul-sokola-ID44vjz.html#068ba5fd61,52.42425,16.90384,"[""ready_to_use""]","[""co_operative_ownership""]"
"53,95 m²",listing_no_promo,44uKM,,,Express House,40807780.0,7564.0,2 pokoje,Mieszkanie na sprzedaż:,* Park Sołacki * bez prowizji * 0% Pcc *,60176876,https://www.otodom.pl/oferta/park-solacki-bez-prowizji-0-pcc-ID44uKM.html#068ba5fd61,52.4188529,16.8976818,"[""to_completion""]","[""full_ownership""]"
"25,72 m²",listing_no_promo,44qx2,,,LOGRO Sp. z o.o.,192977.0,7503.0,1 pokój,Mieszkanie na sprzedaż:,Słupska Lake45City,60160648,https://www.otodom.pl/oferta/slupska-lake45city-ID44qx2.html#068ba5fd61,52.43748000000001,16.83279,no data,no data
"41,57 m²",listing_no_promo,44qoj,,,PTAK nieruchomości,507154.0,12200.0,2 pokoje,Mieszkanie na sprzedaż:,Nowe deweloperskie mieszkanie w sercu Jeżyc,60160107,https://www.otodom.pl/oferta/nowe-deweloperskie-mieszkanie-w-sercu-jezyc-ID44qoj.html#068ba5fd61,52.4136838,16.9127656,"[""to_completion""]","[""full_ownership""]"
"110,82 m²",listing_no_promo,44qkQ,,,PTAK nieruchomości,1241184.0,11200.0,3 pokoje,Mieszkanie na sprzedaż:,Nowe deweloperskie mieszkanie w sercu Jeżyc,60159892,https://www.otodom.pl/oferta/nowe-deweloperskie-mieszkanie-w-sercu-jezyc-ID44qkQ.html#068ba5fd61,52.4136838,16.9127656,"[""to_completion""]","[""full_ownership""]"
"86,12 m²",listing_no_promo,44qkR,,,PTAK nieruchomości,1007604.0,11700.0,2 pokoje,Mieszkanie na sprzedaż:,Nowe deweloperskie mieszkanie w sercu Jeżyc,60159893,https://www.otodom.pl/oferta/nowe-deweloperskie-mieszkanie-w-sercu-jezyc-ID44qkR.html#068ba5fd61,52.4136838,16.9127656,"[""to_completion""]","[""full_ownership""]"
"57,47 m²",listing_no_promo,44qi8,,,PTAK nieruchomości,586194.0,10200.0,2 pokoje,Mieszkanie na sprzedaż:,Nowe deweloperskie mieszkanie w sercu Jeżyc,60159724,https://www.otodom.pl/oferta/nowe-deweloperskie-mieszkanie-w-sercu-jezyc-ID44qi8.html#068ba5fd61,52.4136838,16.9127656,"[""to_completion""]","[""full_ownership""]"
"48,50 m²",listing_no_promo,44in6,,,Smart Nieruchomości,600000.0,12371.0,2 pokoje,Mieszkanie na sprzedaż:,"Zwierzyniecka, Zajezdnia, Umeblowane, 2018",60129280,https://www.otodom.pl/oferta/zwierzyniecka-zajezdnia-umeblowane-2018-ID44in6.html#068ba5fd61,52.4085739,16.907196600000002,"[""ready_to_use""]","[""full_ownership""]"
"40,54 m²",listing_no_promo,44bpb,,,Partner Nieruchomości Agnieszka Kuzera,333584.0,8229.0,2 pokoje,Mieszkanie na sprzedaż:,2 Pokoje Na Jeżycach Z Balkonem,60102501,https://www.otodom.pl/oferta/2-pokoje-na-jezycach-z-balkonem-ID44bpb.html#068ba5fd61,52.43655,16.84479,no data,no data
"49,84 m²",listing_no_promo,44a7W,,,Perfect House,448560.0,9000.0,3 pokoje,Mieszkanie na sprzedaż:,"Nowa inwestycja Winiary, ul. Rejtana 4",60097587,https://www.otodom.pl/oferta/nowa-inwestycja-winiary-ul-rejtana-4-ID44a7W.html#068ba5fd61,52.432304,16.9126,no data,"[""full_ownership""]"
"44,36 m²",listing_no_promo,44a7V,,,Perfect House,399240.0,9000.0,2 pokoje,Mieszkanie na sprzedaż:,"Nowa inwestycja Winiary, ul. Rejtana 4",60097588,https://www.otodom.pl/oferta/nowa-inwestycja-winiary-ul-rejtana-4-ID44a7V.html#068ba5fd61,52.432304,16.9126,no data,"[""full_ownership""]"
79 m²,listing_no_promo,446Qk,,,Aspect Nieruchomości - Ogólnopolska Sieć Biur,519000.0,6570.0,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 79 m², Poznań",60084964,https://www.otodom.pl/oferta/mieszkanie-79-m-poznan-ID446Qk.html#068ba5fd61,52.43655,16.84479,"[""ready_to_use""]","[""full_ownership""]"
"53,95 m²",listing_no_promo,444PL,,,Immo House,432100.0,8009.0,2 pokoje,Mieszkanie na sprzedaż:,Poznań 53m2 Nowe,60077241,https://www.otodom.pl/oferta/poznan-53m2-nowe-ID444PL.html#068ba5fd61,52.41226,16.89594,no data,no data
"95,91 m²",listing_no_promo,443gg,,,Perfect House,1100000.0,11469.0,4 pokoje,Mieszkanie na sprzedaż:,Apartament z tarasem na dachu,60071196,https://www.otodom.pl/oferta/apartament-z-tarasem-na-dachu-ID443gg.html#068ba5fd61,52.43315,16.90875,no data,"[""full_ownership""]"
"30,17 m²",listing_no_promo,40HCO,,,Spechouse Sp. z o.o.,280581.0,9300.0,1 pokój,Mieszkanie na sprzedaż:,Kawalerka Na Jeżycach,59273042,https://www.otodom.pl/oferta/kawalerka-na-jezycach-ID40HCO.html#068ba5fd61,52.43230429999999,16.9126032,"[""ready_to_use""]","[""full_ownership""]"
"50,30 m²",listing_no_promo,43W03,,,Perfect House,465000.0,9245.0,5 pokoi,Mieszkanie na sprzedaż:,Dwupoziomowe 5 pokojowe na Jeżycach z klimatyzacją,60039439,https://www.otodom.pl/oferta/dwupoziomowe-5-pokojowe-na-jezycach-z-klimatyzacja-ID43W03.html#068ba5fd61,52.43655,16.84479,no data,no data
"68,25 m²",listing_no_promo,42H9V,,,Nieruchomości KWADRAT,449000.0,6579.0,3 pokoje,Mieszkanie na sprzedaż:,"Podolany, mieszkanie 3-pok, zamknięte osiedle!",59747908,https://www.otodom.pl/oferta/podolany-mieszkanie-3-pok-zamkniete-osiedle-ID42H9V.html#068ba5fd61,52.457157149455995,16.89371733396,"[""ready_to_use""]","[""full_ownership""]"
"41,63 m²",listing_no_promo,43KPM,,,Mromont sp. z o.o. sp. k.,349000.0,8383.0,3 pokoje,Mieszkanie na sprzedaż:,"Piątkowska 133, Mierzkanie 3.3, Poznań, nowe",60000362,https://www.otodom.pl/oferta/piatkowska-133-mierzkanie-3-3-poznan-nowe-ID43KPM.html#068ba5fd61,52.43291451515424,16.91359943389893,"[""to_completion""]","[""full_ownership""]"
"49,72 m²",listing_no_promo,43KN2,,,Mromont sp. z o.o. sp. k.,439000.0,8829.0,3 pokoje,Mieszkanie na sprzedaż:,"Piątkowska 133, Mieszkanie 2.1, Poznań, nowe",60000192,https://www.otodom.pl/oferta/piatkowska-133-mieszkanie-2-1-poznan-nowe-ID43KN2.html#068ba5fd61,52.43291451515424,16.91359943389893,"[""to_completion""]","[""full_ownership""]"
"105,11 m²",listing_no_promo,43JcI,,,21 Art-Bud Sp. z o.o. Sp. k.,925468.0,8805.0,4 pokoje,Mieszkanie na sprzedaż:,Poznań Drzymały lokal 1/3,59994096,https://www.otodom.pl/oferta/poznan-drzymaly-lokal-1-3-ID43JcI.html#068ba5fd61,52.4221816,16.913428600000003,no data,no data
"99,98 m²",listing_no_promo,43Jcp,,,21 Art-Bud Sp. z o.o. Sp. k.,880324.0,8805.0,4 pokoje,Mieszkanie na sprzedaż:,Poznań Drzymały lokal 2/3,59994077,https://www.otodom.pl/oferta/poznan-drzymaly-lokal-2-3-ID43Jcp.html#068ba5fd61,52.4221816,16.913428600000003,no data,no data
63 m²,promo_top_ads,46czI,,,Oferta prywatna,510000.0,8095.0,2 pokoje,Mieszkanie na sprzedaż:,Dwupoziomowe w kamienicy - JEŻYCE 63m2,60583654,https://www.otodom.pl/oferta/dwupoziomowe-w-kamienicy-jezyce-63m2-ID46czI.html#4ab8afc903,52.41408150647659,16.910388629455564,"[""ready_to_use""]","[""full_ownership""]"
"76,43 m²",promo_top_ads,46oef,,,Oferta prywatna,620000.0,8112.0,3 pokoje,Mieszkanie na sprzedaż:,Przestronne i klimatyczne mieszkanie na Jeżycach.,60628451,https://www.otodom.pl/oferta/przestronne-i-klimatyczne-mieszkanie-na-jezycach-ID46oef.html#4ab8afc903,52.41031966035245,16.895497358721936,"[""to_completion""]","[""full_ownership""]"
"51,53 m²",promo_top_ads,45VP2,,,Oferta prywatna,446700.0,8669.0,3 pokoje,Mieszkanie na sprzedaż:,"3 pokoje z balkonem, R. Jeżycki",60523100,https://www.otodom.pl/oferta/3-pokoje-z-balkonem-r-jezycki-ID45VP2.html#4ab8afc903,52.412795645558965,16.90297608974609,"[""ready_to_use""]","[""full_ownership""]"
"30,84 m²",listing_no_promo,46sKh,,,Choiński Kroll Nieruchomości,245000.0,7944.0,1 pokój,Mieszkanie na sprzedaż:,Kawalerka z balkonem Jeżyce Rezerwacja,60645813,https://www.otodom.pl/oferta/kawalerka-z-balkonem-jezyce-rezerwacja-ID46sKh.html#4ab8afc903,52.4126886,16.9070257,"[""to_renovation""]","[""co_operative_ownership""]"
"35,73 m²",listing_no_promo,46sIV,,,Perfect House,307000.0,8592.0,1 pokój,Mieszkanie na sprzedaż:,35 metrów - I piętro- loggia - Winiary,60645730,https://www.otodom.pl/oferta/35-metrow-i-pietro-loggia-winiary-ID46sIV.html#4ab8afc903,52.43315,16.90875,no data,"[""full_ownership""]"
"47,50 m²",listing_no_promo,46eOf,,,Oferta prywatna,350000.0,7368.0,2 pokoje,Mieszkanie na sprzedaż:,Przytulne 2- pok. Bonin DO WPROWADZENIA OD ZARAZ,60592243,https://www.otodom.pl/oferta/przytulne-2-pok-bonin-do-wprowadzenia-od-zaraz-ID46eOf.html#4ab8afc903,52.4311333,16.9045445,"[""ready_to_use""]","[""full_ownership""]"
"57,60 m²",listing_no_promo,46ss6,,,West Home,429000.0,7448.0,3 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 57,60 m², Poznań",60644686,https://www.otodom.pl/oferta/mieszkanie-57-60-m-poznan-ID46ss6.html#4ab8afc903,52.409458951231,16.908074806885,no data,"[""co_operative_ownership""]"
"61,83 m²",listing_no_promo,46snU,,,VanDer Haus Nieruchomości Sp. z o.o.,329900.0,5336.0,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie do remontu - Polna,60644426,https://www.otodom.pl/oferta/mieszkanie-do-remontu-polna-ID46snU.html#4ab8afc903,52.410382,16.8956301,"[""to_renovation""]",no data
51 m²,listing_no_promo,46smG,,,Platan Nieruchomości Sp. z o.o.,379000.0,7431.0,2 pokoje,Mieszkanie na sprzedaż:,Ładne mieszkanie z pięknym widokiem na Poznań!!,60644350,https://www.otodom.pl/oferta/ladne-mieszkanie-z-pieknym-widokiem-na-poznan-ID46smG.html#4ab8afc903,52.433219,16.9085025,no data,"[""co_operative_ownership""]"
"65,20 m²",listing_no_promo,46smC,,,Platan Nieruchomości Sp. z o.o.,560000.0,8589.0,3 pokoje,Mieszkanie na sprzedaż:,"Luksusowe, duże mieszkanie na Piątkowskiej!!",60644346,https://www.otodom.pl/oferta/luksusowe-duze-mieszkanie-na-piatkowskiej-ID46smC.html#4ab8afc903,52.43205872,16.91388988,no data,"[""full_ownership""]"
"58,50 m²",listing_no_promo,46cIq,,,Real Estate Company,379000.0,6479.0,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie dwupokojowe na Jeżycach,60584194,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-na-jezycach-ID46cIq.html#4ab8afc903,52.4101495,16.8965917,"[""ready_to_use""]",no data
"47,58 m²",listing_no_promo,46cLE,,,Real Estate Company,399000.0,8386.0,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie dwupokojowe Nowe Podolany,60584394,https://www.otodom.pl/oferta/mieszkanie-dwupokojowe-nowe-podolany-ID46cLE.html#4ab8afc903,52.4440584,16.893462200000002,"[""ready_to_use""]",no data
61 m²,listing_no_promo,46ehk,,,Oferta prywatna,399000.0,6541.0,3 pokoje,Mieszkanie na sprzedaż:,Bezpośrednio! 3 pok.! Park Sołacki! Deweloperskie!,60590202,https://www.otodom.pl/oferta/bezposrednio-3-pok-park-solacki-deweloperskie-ID46ehk.html#4ab8afc903,52.42502181436759,16.911804835815428,"[""to_completion""]","[""full_ownership""]"
"65,43 m²",listing_no_promo,46s8w,,,Partner Nieruchomości Agnieszka Kuzera,601956.0,9200.0,3 pokoje,Mieszkanie na sprzedaż:,"3 Pokoje Z Tarasem, Sołacz!!!!!!",60643471,https://www.otodom.pl/oferta/3-pokoje-z-tarasem-solacz-ID46s8w.html#4ab8afc903,52.42425,16.90384,no data,no data
"49,10 m²",listing_no_promo,46efR,,,Oferta prywatna,329000.0,6701.0,2 pokoje,Mieszkanie na sprzedaż:,Bezpośrednio! 2 pok! Park Sołacki! Deweloperskie!,60590111,https://www.otodom.pl/oferta/bezposrednio-2-pok-park-solacki-deweloperskie-ID46efR.html#4ab8afc903,52.42465543650747,16.912062327880854,"[""to_completion""]","[""full_ownership""]"
"82,23 m²",listing_no_promo,46s20,,,Rezydencja,522161.0,6350.0,5 pokoi,Mieszkanie na sprzedaż:,Jeżyce 82m2 - na 2 Kw w remontowanej kamienicy,60643068,https://www.otodom.pl/oferta/jezyce-82m2-na-2-kw-w-remontowanej-kamienicy-ID46s20.html#4ab8afc903,52.4139019,16.9100997,"[""to_renovation""]","[""full_ownership""]"
"85,83 m²",listing_no_promo,46s1Z,,,Rezydencja,545021.0,6350.0,5 pokoi,Mieszkanie na sprzedaż:,"Poznańska 24, IIp. 85m2 na 2 Kw",60643067,https://www.otodom.pl/oferta/poznanska-24-iip-85m2-na-2-kw-ID46s1Z.html#4ab8afc903,52.4139019,16.9100997,"[""to_renovation""]","[""full_ownership""]"
"47,77 m²",listing_no_promo,46rNe,,,Biuro Sprzedaży Inwestycji,492031.0,10300.0,2 pokoje,Mieszkanie na sprzedaż:,"Apartament 47,77m2, taras 35m2 garderoba => SOŁACZ",60642152,https://www.otodom.pl/oferta/apartament-47-77m2-taras-35m2-garderoba-solacz-ID46rNe.html#4ab8afc903,52.422732102468004,16.90933316406248,"[""to_completion""]",no data
"94,14 m²",listing_no_promo,43Jca,,,21 Art-Bud Sp. z o.o. Sp. k.,923072.0,9805.0,4 pokoje,Mieszkanie na sprzedaż:,Poznań Drzymały lokal 4/1,59994062,https://www.otodom.pl/oferta/poznan-drzymaly-lokal-4-1-ID43Jca.html#4ab8afc903,52.4221816,16.913428600000003,no data,no data
"47,46 m²",listing_no_promo,46rEN,,,Obsługa zdalna Biuro Nieruchomości CASTLE,479000.0,10093.0,2 pokoje,Mieszkanie na sprzedaż:,"Poznańska 50, prestiżowy adres !",60641629,https://www.otodom.pl/oferta/poznanska-50-prestizowy-adres-ID46rEN.html#4ab8afc903,52.4139057,16.9099331,"[""ready_to_use""]","[""full_ownership""]"
190 m²,listing_no_promo,46rpF,,,Poznańskie Biuro Nieruchomości AURA,1100000.0,5789.0,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 190 m², Poznań",60640691,https://www.otodom.pl/oferta/mieszkanie-190-m-poznan-ID46rpF.html#4ab8afc903,52.4080069,16.9168008,no data,no data
"79,20 m²",listing_no_promo,46rp2,,,Platan Nieruchomości Sp. z o.o.,500000.0,6313.0,4 pokoje,Mieszkanie na sprzedaż:,Duże mieszkanie 4 pokojowe pod inwestycje | biuro,60640652,https://www.otodom.pl/oferta/duze-mieszkanie-4-pokojowe-pod-inwestycje-biuro-ID46rp2.html#4ab8afc903,52.41404266,16.90727234,"[""to_renovation""]",no data
"60,20 m²",listing_no_promo,46rog,,,Oferta prywatna,457520.0,7600.0,3 pokoje,Mieszkanie na sprzedaż:,Przestronne mieszkanie na Strzeszynie- Literacka,60640604,https://www.otodom.pl/oferta/przestronne-mieszkanie-na-strzeszynie-literacka-ID46rog.html#4ab8afc903,52.446575384517224,16.874707275701926,"[""ready_to_use""]","[""full_ownership""]"
"47,77 m²",listing_no_promo,46eOh,,,MyPlace,468146.0,9800.0,2 pokoje,Mieszkanie na sprzedaż:,2 pokoje w willi miejskiej na Sołaczu 35m2 taras,60592245,https://www.otodom.pl/oferta/2-pokoje-w-willi-miejskiej-na-solaczu-35m2-taras-ID46eOh.html#4ab8afc903,52.42221,16.913120000000006,"[""to_completion""]",no data
"65,43 m²",listing_no_promo,46eOi,,,MyPlace,601956.0,9200.0,3 pokoje,Mieszkanie na sprzedaż:,Sołacz 3 pokoje 22 m2 taras,60592246,https://www.otodom.pl/oferta/solacz-3-pokoje-22-m2-taras-ID46eOi.html#4ab8afc903,52.42221,16.913120000000006,"[""to_completion""]",no data
"51,53 m²",listing_no_promo,45VP2,,,Oferta prywatna,446700.0,8669.0,3 pokoje,Mieszkanie na sprzedaż:,"3 pokoje z balkonem, R. Jeżycki",60523100,https://www.otodom.pl/oferta/3-pokoje-z-balkonem-r-jezycki-ID45VP2.html#4ab8afc903,52.412795645558965,16.90297608974609,"[""ready_to_use""]","[""full_ownership""]"
43 m²,listing_no_promo,46r0w,,,Expander Advisors,346150.0,8050.0,2 pokoje,Mieszkanie na sprzedaż:,2 pokoje Piątkowska,60639131,https://www.otodom.pl/oferta/2-pokoje-piatkowska-ID46r0w.html#4ab8afc903,52.42972,16.91432,"[""ready_to_use""]",no data
"79,14 m²",listing_no_promo,46qSE,,,Doctor House Nieruchomości,760000.0,9603.0,3 pokoje,Mieszkanie na sprzedaż:,Piękny apartament z sauną nieopodal Rusałki,60638644,https://www.otodom.pl/oferta/piekny-apartament-z-sauna-nieopodal-rusalki-ID46qSE.html#4ab8afc903,52.4162724,16.8874367,"[""ready_to_use""]","[""full_ownership""]"
"53,90 m²",listing_no_promo,46qMm,,,Bezpieczne Nieruchomości,520000.0,9647.0,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie pięknie i gustownie urządzone,60638254,https://www.otodom.pl/oferta/mieszkanie-pieknie-i-gustownie-urzadzone-ID46qMm.html#4ab8afc903,52.4212321,16.908596,no data,no data
46 m²,listing_no_promo,46qEE,,,Smart Nieruchomości,349000.0,7587.0,2 pokoje,Mieszkanie na sprzedaż:,"Strzeszyn Grecki,ul.Literacka,2 pok, ATANER!2007'",60637776,https://www.otodom.pl/oferta/strzeszyn-grecki-ul-literacka-2-pok-ataner-2007-ID46qEE.html#4ab8afc903,52.45678,16.85045,"[""ready_to_use""]","[""full_ownership""]"
"40,59 m²",listing_no_promo,46qDk,,,Nieruchomości Miejskie,343026.0,8451.0,2 pokoje,Mieszkanie na sprzedaż:,2 pokoje^łatwo ustawne^ dobrze doświetlone,60637694,https://www.otodom.pl/oferta/2-pokojelatwo-ustawne-dobrze-doswietlone-ID46qDk.html#4ab8afc903,52.43655,16.84479,"[""to_completion""]",no data
"83,60 m²",listing_no_promo,46g9j,,,MOJE nowe M Nieruchomości,649000.0,7763.0,3 pokoje,Mieszkanie na sprzedaż:,3 pokoje w odrestaurowanej kamienicy na Jeżycach,60597393,https://www.otodom.pl/oferta/3-pokoje-w-odrestaurowanej-kamienicy-na-jezycach-ID46g9j.html#4ab8afc903,52.4101495,16.8965917,"[""ready_to_use""]","[""full_ownership""]"
"78,57 m²",listing_no_promo,46qAm,,,Obsługa zdalna Oferta prywatna,439000.0,5587.0,4 pokoje,Mieszkanie na sprzedaż:,Przestronne mieszkanie w centrum Jeżyc 3 kawalerki,60637510,https://www.otodom.pl/oferta/przestronne-mieszkanie-w-centrum-jezyc-3-kawalerki-ID46qAm.html#4ab8afc903,52.41565265063093,16.90529417724608,"[""to_renovation""]","[""full_ownership""]"
"91,40 m²",listing_no_promo,46qtu,,,Biuro Sprzedaży Inwestycji,864880.0,9463.0,4 pokoje,Mieszkanie na sprzedaż:,"Apartament 91,4m2+ 2 tarasy i garderoba => SOŁACZ",60637084,https://www.otodom.pl/oferta/apartament-91-4m2-2-tarasy-i-garderoba-solacz-ID46qtu.html#4ab8afc903,52.422732102468004,16.90933316406248,"[""to_completion""]",no data
55 m²,listing_no_promo,46qfx,,,Oferta pośrednika,460000.0,8364.0,3 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 55 m2 (+ garaż) - Podolany, Poznań",60636219,https://www.otodom.pl/oferta/mieszkanie-55-m2-garaz-podolany-poznan-ID46qfx.html#4ab8afc903,52.44818199557168,16.892582709323104,"[""ready_to_use""]","[""full_ownership""]"
"65,43 m²",listing_no_promo,46pYT,,,Biuro Sprzedaży Inwestycji,601956.0,9200.0,3 pokoje,Mieszkanie na sprzedaż:,"Apartament 65,43m2 +taras 22m2+garderoba => SOŁACZ",60635187,https://www.otodom.pl/oferta/apartament-65-43m2-taras-22m2-garderoba-solacz-ID46pYT.html#4ab8afc903,52.422627417953215,16.909247333374008,"[""to_completion""]",no data
104 m²,listing_no_promo,46pWr,,,Obsługa zdalna Biuro Nieruchomości CASTLE,698000.0,6712.0,3 pokoje,Mieszkanie na sprzedaż:,Perełka na Jeżycach – oryginalne stiuki w cenie!,60634973,https://www.otodom.pl/oferta/perelka-na-jezycach-oryginalne-stiuki-w-cenie-ID46pWr.html#4ab8afc903,52.4121849,16.898459600000002,"[""ready_to_use""]","[""full_ownership""]"
82 m²,listing_no_promo,46p0W,,,GoldenHome Nieruchomości S.C.,449000.0,5476.0,4 pokoje,Mieszkanie na sprzedaż:,"Nowa, niższa cena na ostatni lokal",60631469,https://www.otodom.pl/oferta/nowa-nizsza-cena-na-ostatni-lokal-ID46p0W.html#4ab8afc903,52.45718000000001,16.88339,"[""to_completion""]","[""full_ownership""]"
