area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url,Lat,Lon
"46,54 m²",listing_no_promo,467Y3,,,Platan Nieruchomości Sp. z o.o.,262499,5640,2 pokoje,Mieszkanie na sprzedaż:,Rewitalizowana kamienica | Inwestycja | 2 pokoje,60565943,https://www.otodom.pl/oferta/rewitalizowana-kamienica-inwestycja-2-pokoje-ID467Y3.html#6a25d29cc2,52.3941459,16.9055246
"38,97 m²",listing_no_promo,467Y4,,,Platan Nieruchomości Sp. z o.o.,232199,5958,1 pokój,Mieszkanie na sprzedaż:,Rewitalizowana kamienica | Okazja,60565944,https://www.otodom.pl/oferta/rewitalizowana-kamienica-okazja-ID467Y4.html#6a25d29cc2,52.3941459,16.9055246
"37,05 m²",listing_no_promo,467X1,,,Platan Nieruchomości Sp. z o.o.,239269,6458,1 pokój,Mieszkanie na sprzedaż:,Rewitalizowana kamienica | Inwestycja |,60565879,https://www.otodom.pl/oferta/rewitalizowana-kamienica-inwestycja-ID467X1.html#6a25d29cc2,52.3941459,16.9055246
"24,95 m²",listing_no_promo,45TT6,,,Ślemp Nieruchomości Radosław Ślemp,204590,8200,2 pokoje,Mieszkanie na sprzedaż:,"Elegancka kamienica, Inwestycyjny,2 pomieszczenia",60511820,https://www.otodom.pl/oferta/elegancka-kamienica-inwestycyjny-2-pomieszczenia-ID45TT6.html#6a25d29cc2,52.40086345,16.89892001
"83,80 m²",listing_no_promo,466JP,,,Platan Nieruchomości Sp. z o.o.,489850,5845,3 pokoje,Mieszkanie na sprzedaż:,duże mieszkanie 3 pokoje z balkonem | rezerwacja,60561217,https://www.otodom.pl/oferta/duze-mieszkanie-3-pokoje-z-balkonem-rezerwacja-ID466JP.html#6a25d29cc2,52.3941459,16.9055246
"26,20 m²",listing_no_promo,45IQH,,,Ślemp Nieruchomości Radosław Ślemp,248900,9500,1 pokój,Mieszkanie na sprzedaż:,Kawalerka w pięknej kamienicy obok Parku Willsona.,60469387,https://www.otodom.pl/oferta/kawalerka-w-pieknej-kamienicy-obok-parku-willsona-ID45IQH.html#6a25d29cc2,52.3999742,16.8989233
"121,20 m²",listing_no_promo,4111X,,,SzuBed Nieruchomości Bartosz Szuber-Bednarz,945360,7800,5 pokoi,Mieszkanie na sprzedaż:,"Mieszkanie Poznań Łazarz Grunwald taras 121,20 m2",59347637,https://www.otodom.pl/oferta/mieszkanie-poznan-lazarz-grunwald-taras-121-20-m2-ID4111X.html#6a25d29cc2,52.39292,16.90431
"28,55 m²",listing_no_promo,45K4v,,,Ślemp Nieruchomości Radosław Ślemp,225545,7900,2 pokoje,Mieszkanie na sprzedaż:,"Inwestycyjny, 2 pomieszczenia, elegancka kamienica",60474088,https://www.otodom.pl/oferta/inwestycyjny-2-pomieszczenia-elegancka-kamienica-ID45K4v.html#6a25d29cc2,52.3999742,16.8989233
"114,40 m²",listing_no_promo,465qm,,,Merkadom Nieruchomości,820000,7168,4 pokoje,Mieszkanie na sprzedaż:,4 pokoje - balkon - Park wilsona - Arena,60556166,https://www.otodom.pl/oferta/4-pokoje-balkon-park-wilsona-arena-ID465qm.html#6a25d29cc2,52.3998314,16.8975621
45 m²,listing_no_promo,463xh,,,Grześkowiak Nieruchomości,245000,5444,1 pokój,Mieszkanie na sprzedaż:,Okazja! możliwość zrobienia dwóch pokoi!,60548907,https://www.otodom.pl/oferta/okazja-mozliwosc-zrobienia-dwoch-pokoi-ID463xh.html#6a25d29cc2,52.384447,16.919769
115 m²,listing_no_promo,462BJ,,,Domurat,750000,6522,2 pokoje,Mieszkanie na sprzedaż:,"Apartament z tarasem, panorama miasta",60545339,https://www.otodom.pl/oferta/apartament-z-tarasem-panorama-miasta-ID462BJ.html#6a25d29cc2,52.3971469,16.8985108
"32,05 m²",listing_no_promo,460Av,,,NEXT NIERUCHOMOŚCI,289000,9017,2 pokoje,Mieszkanie na sprzedaż:,Kompaktowe mieszkanie 2 pokojowe przy Rynku Łazars,60537576,https://www.otodom.pl/oferta/kompaktowe-mieszkanie-2-pokojowe-przy-rynku-lazars-ID460Av.html#6a25d29cc2,52.393563,16.90256
"28,03 m²",listing_no_promo,45vSV,,,Ślemp Nieruchomości Radosław Ślemp,253672,9050,1 pokój,Mieszkanie na sprzedaż:,Kawalerka.Cieplik Miejski.Winda !!!,60423398,https://www.otodom.pl/oferta/kawalerka-cieplik-miejski-winda-ID45vSV.html#6a25d29cc2,52.3999742,16.8989233
"30,88 m²",listing_no_promo,45rqt,,,Ślemp Nieruchomości Radosław Ślemp,336592,10900,1 pokój,Mieszkanie na sprzedaż:,Elegancka kawalerka z balkonem w pięknej kamienicy,60402413,https://www.otodom.pl/oferta/elegancka-kawalerka-z-balkonem-w-pieknej-kamienicy-ID45rqt.html#6a25d29cc2,52.40086345,16.89892001
"121,20 m²",listing_no_promo,45Yml,,,Poznańscy Doradcy Nieruchomości,945360,7800,5 pokoi,Mieszkanie na sprzedaż:,5pokojowy apartament z tarasem na dachu. Gotowy!,60529009,https://www.otodom.pl/oferta/5pokojowy-apartament-z-tarasem-na-dachu-gotowy-ID45Yml.html#6a25d29cc2,52.39093,16.90362
"57,12 m²",listing_no_promo,45XBv,,,Poznańscy Doradcy Nieruchomości,485520,8500,2 pokoje,Mieszkanie na sprzedaż:,2 pokoje na Łazarzu z widokiem na zieleń,60526106,https://www.otodom.pl/oferta/2-pokoje-na-lazarzu-z-widokiem-na-zielen-ID45XBv.html#6a25d29cc2,52.39093,16.90362
"83,80 m²",listing_no_promo,45V5p,,,VanDer Haus Nieruchomości Sp. z o.o.,475900,5679,3 pokoje,Mieszkanie na sprzedaż:,Mieszkanie z możliwością podziału na 3 kawalerki,60520271,https://www.otodom.pl/oferta/mieszkanie-z-mozliwoscia-podzialu-na-3-kawalerki-ID45V5p.html#6a25d29cc2,52.3938546,16.9048007
"49,17 m²",listing_no_promo,45Wzx,,,Posesja,393360,8000,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518295,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzx.html#6a25d29cc2,52.399070696013,16.898938984061
"48,17 m²",listing_no_promo,45Wzv,,,Posesja,39258550,8150,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518294,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzv.html#6a25d29cc2,52.399070696013,16.898938984061
