area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url
"61,82 m²",promo_top_ads,46tFs,,,Obsługa zdalna Oferta prywatna,559471,9050,2 pokoje,Mieszkanie na sprzedaż:,Apartament w kamienicy obok Parku Wilsona,60649358,https://www.otodom.pl/oferta/apartament-w-kamienicy-obok-parku-wilsona-ID46tFs.html#6a25d29cc2
"29,09 m²",promo_top_ads,46ttF,,,Inwestycje z widokiem,145000,4985,1 pokój,Mieszkanie na sprzedaż:,Mieszkanie przy Parku Wilsona - Dla Inwestora,60648627,https://www.otodom.pl/oferta/mieszkanie-przy-parku-wilsona-dla-inwestora-ID46ttF.html#6a25d29cc2
115 m²,promo_top_ads,462BJ,,,Domurat,750000,6522,2 pokoje,Mieszkanie na sprzedaż:,"Apartament z tarasem, panorama miasta",60545339,https://www.otodom.pl/oferta/apartament-z-tarasem-panorama-miasta-ID462BJ.html#6a25d29cc2
"88,54 m²",listing_no_promo,46pLf,,,Spechouse Sp. z o.o.,486970,5500,3 pokoje,Mieszkanie na sprzedaż:,Mieszkanie na flipa w kamienicy b/targi Poznań,60634341,https://www.otodom.pl/oferta/mieszkanie-na-flipa-w-kamienicy-b-targi-poznan-ID46pLf.html#6a25d29cc2
"40,10 m²",listing_no_promo,46pn9,,,Oferta prywatna,340000,8479,2 pokoje,Mieszkanie na sprzedaż:,"2-pokojowe mieszkanie, Centrum, Śniadeckich",60632847,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-centrum-sniadeckich-ID46pn9.html#6a25d29cc2
"62,30 m²",listing_no_promo,46oHu,,,Estate Dealer,420000,6742,2 pokoje,Mieszkanie na sprzedaż:,M2 z balkonem przy Parku Wilsona,60630264,https://www.otodom.pl/oferta/m2-z-balkonem-przy-parku-wilsona-ID46oHu.html#6a25d29cc2
47 m²,listing_no_promo,46nOb,,,Estate Dealer,385000,8191,2 pokoje,Mieszkanie na sprzedaż:,"Piękne M2 z garażem, centrum miasta - Łazarz",60626835,https://www.otodom.pl/oferta/piekne-m2-z-garazem-centrum-miasta-lazarz-ID46nOb.html#6a25d29cc2
49 m²,listing_no_promo,46nf1,,,ABC NIERUCHOMOSCI,375000,7653,2 pokoje,Mieszkanie na sprzedaż:,APARTAMENT - LOFT - 2 pokoje + antresola - bez pcc,60624655,https://www.otodom.pl/oferta/apartament-loft-2-pokoje-antresola-bez-pcc-ID46nf1.html#6a25d29cc2
"72,28 m²",listing_no_promo,46nao,,,Posesja,614380,8500,4 pokoje,Mieszkanie na sprzedaż:,"Rewitalizacja kamienicy Chełmońskiego 21, końcowy",60624368,https://www.otodom.pl/oferta/rewitalizacja-kamienicy-chelmonskiego-21-koncowy-ID46nao.html#6a25d29cc2
"72,28 m²",listing_no_promo,46nan,,,Posesja,614380,8500,4 pokoje,Mieszkanie na sprzedaż:,"Rewitalizacja kamienicy Chełmońskiego 21, końcowy",60624367,https://www.otodom.pl/oferta/rewitalizacja-kamienicy-chelmonskiego-21-koncowy-ID46nan.html#6a25d29cc2
"37,05 m²",listing_no_promo,46n4Q,,,Platan Nieruchomości Sp. z o.o.,239269,6458,1 pokój,Mieszkanie na sprzedaż:,Inwestycja w odnawianej kamienicy,60624024,https://www.otodom.pl/oferta/inwestycja-w-odnawianej-kamienicy-ID46n4Q.html#6a25d29cc2
"46,54 m²",listing_no_promo,46n4L,,,Platan Nieruchomości Sp. z o.o.,262499,5640,2 pokoje,Mieszkanie na sprzedaż:,Inwestycja | 2 pokoje | Odnawiana Kamienica,60624019,https://www.otodom.pl/oferta/inwestycja-2-pokoje-odnawiana-kamienica-ID46n4L.html#6a25d29cc2
"64,67 m²",listing_no_promo,46mQT,,,EASY-HOME Agencja Nieruchomości,504426,7800,3 pokoje,Mieszkanie na sprzedaż:,Nowa inwestycja na Łazarzu.,60623159,https://www.otodom.pl/oferta/nowa-inwestycja-na-lazarzu-ID46mQT.html#6a25d29cc2
"57,12 m²",listing_no_promo,46mQR,,,EASY-HOME Agencja Nieruchomości,485520,8500,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 57,12 m², Poznań",60623157,https://www.otodom.pl/oferta/mieszkanie-57-12-m-poznan-ID46mQR.html#6a25d29cc2
"121,20 m²",listing_no_promo,46mQQ,,,EASY-HOME Agencja Nieruchomości,945360,7800,5 pokoi,Mieszkanie na sprzedaż:,Apartament z pięcioma balkonami i z tarasem.,60623156,https://www.otodom.pl/oferta/apartament-z-piecioma-balkonami-i-z-tarasem-ID46mQQ.html#6a25d29cc2
"56,75 m²",listing_no_promo,46mQP,,,EASY-HOME Agencja Nieruchomości,442650,7800,2 pokoje,Mieszkanie na sprzedaż:,Nowa inwestycja na Łazarzu.,60623155,https://www.otodom.pl/oferta/nowa-inwestycja-na-lazarzu-ID46mQP.html#6a25d29cc2
"33,09 m²",listing_no_promo,46mvh,,,Sytek-Nieruchomości,264000,7978,1 pokój,Mieszkanie na sprzedaż:,Kawalerka z aneksem sypialnym.,60621881,https://www.otodom.pl/oferta/kawalerka-z-aneksem-sypialnym-ID46mvh.html#6a25d29cc2
73 m²,listing_no_promo,46mhT,,,Obsługa zdalna HOUSE TRADE NIERUCHOMOŚCI,459000,6288,3 pokoje,Mieszkanie na sprzedaż:,Przestronne 3 pokoje,60620989,https://www.otodom.pl/oferta/przestronne-3-pokoje-ID46mhT.html#6a25d29cc2
50 m²,listing_no_promo,46lFh,,,Oferta prywatna,389000,7780,2 pokoje,Mieszkanie na sprzedaż:,Klimatyczne mieszkanie w sercu Łazarza 50 m2,60618595,https://www.otodom.pl/oferta/klimatyczne-mieszkanie-w-sercu-lazarza-50-m2-ID46lFh.html#6a25d29cc2
"55,30 m²",listing_no_promo,465ux,,,Partner Nieruchomości Agnieszka Kuzera,386547,6990,3 pokoje,Mieszkanie na sprzedaż:,Głogowska -Ścisłe Centrum - 3 Pokoje- 386 547 Pln,60556425,https://www.otodom.pl/oferta/glogowska-scisle-centrum-3-pokoje-386-547-pln-ID465ux.html#6a25d29cc2
"49,50 m²",listing_no_promo,46kjY,,,Pepeta Nieruchomości - Danuta Pepeta,389000,7859,2 pokoje,Mieszkanie na sprzedaż:,REZERWACJA Jasne mieszkanie z potencjałem - Łazarz,60613430,https://www.otodom.pl/oferta/rezerwacja-jasne-mieszkanie-z-potencjalem-lazarz-ID46kjY.html#6a25d29cc2
"42,55 m²",listing_no_promo,46khU,,,PROVENIR Grzegorz Maćkowiak,349000,8202,2 pokoje,Mieszkanie na sprzedaż:,Poznań Małeckiego - kamienica / atrakcyjne,60613302,https://www.otodom.pl/oferta/poznan-maleckiego-kamienica-atrakcyjne-ID46khU.html#6a25d29cc2
56 m²,listing_no_promo,45NPF,,,Oferta prywatna,458000,8179,3 pokoje,Mieszkanie na sprzedaż:,Dwie mikro-kawalerki centrum Poznania.,60488543,https://www.otodom.pl/oferta/dwie-mikro-kawalerki-centrum-poznania-ID45NPF.html#6a25d29cc2
"49,54 m²",listing_no_promo,46gj5,,,PTAK nieruchomości,594480,12000,2 pokoje,Mieszkanie na sprzedaż:,"Kamienica Po Renowacji, winda! Wyjątkowe",60597999,https://www.otodom.pl/oferta/kamienica-po-renowacji-winda-wyjatkowe-ID46gj5.html#6a25d29cc2
81 m²,listing_no_promo,46gj4,,,PTAK nieruchomości,972000,12000,2 pokoje,Mieszkanie na sprzedaż:,Kamienica komfort poddasze/balkon winda!,60597998,https://www.otodom.pl/oferta/kamienica-komfort-poddasze-balkon-winda-ID46gj4.html#6a25d29cc2
57 m²,listing_no_promo,46gj3,,,PTAK nieruchomości,684000,12000,2 pokoje,Mieszkanie na sprzedaż:,Wyjątkowe Mieszkania/Kamienica 27-91m2!,60597997,https://www.otodom.pl/oferta/wyjatkowe-mieszkania-kamienica-27-91m2-ID46gj3.html#6a25d29cc2
"36,37 m²",listing_no_promo,46gj1,,,PTAK nieruchomości,436440,12000,1 pokój,Mieszkanie na sprzedaż:,Dla Konesera! piękne/w kamienicy/Centrum,60597995,https://www.otodom.pl/oferta/dla-konesera-piekne-w-kamienicy-centrum-ID46gj1.html#6a25d29cc2
