area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url
53 m²,promo_top_ads,42n8L,,,Oferta prywatna,599000,11302,2 pokoje,Mieszkanie na sprzedaż:,Wyjątkowy apartament nad Wartą w centrum Poznania,59670955,https://www.otodom.pl/oferta/wyjatkowy-apartament-nad-warta-w-centrum-poznania-ID42n8L.html#edb01b1f6a
"34,74 m²",promo_top_ads,46vsQ,,,Oferta prywatna,260000,7484,1 pokój,Mieszkanie na sprzedaż:,Bezczynszowa kawalerka na Dębcu - balkon i ogród!,60660108,https://www.otodom.pl/oferta/bezczynszowa-kawalerka-na-debcu-balkon-i-ogrod-ID46vsQ.html#edb01b1f6a
64 m²,promo_top_ads,45IoX,,,Everest Select Properties,298000,4656,3 pokoje,Mieszkanie na sprzedaż:,4.650 zł za mkw,60467667,https://www.otodom.pl/oferta/4-650-zl-za-mkw-ID45IoX.html#edb01b1f6a
54 m²,listing_no_promo,46uYn,,,Obsługa zdalna Oferta pośrednika,474000,8778,3 pokoje,Mieszkanie na sprzedaż:,"Komfortowe mieszkanie 3-pokojowe, 2015 r, Ul.Rolna",60654375,https://www.otodom.pl/oferta/komfortowe-mieszkanie-3-pokojowe-2015-r-ul-rolna-ID46uYn.html#edb01b1f6a
"34,60 m²",listing_no_promo,46ubc,,,ABC NIERUCHOMOSCI,288000,8324,2 pokoje,Mieszkanie na sprzedaż:,CENTRUM - WILDA - Dwupoziomowe Apartamenty,60651326,https://www.otodom.pl/oferta/centrum-wilda-dwupoziomowe-apartamenty-ID46ubc.html#edb01b1f6a
"32,70 m²",listing_no_promo,46ub9,,,ABC NIERUCHOMOSCI,269000,8226,2 pokoje,Mieszkanie na sprzedaż:,CENTRUM - WILDA - Dwupoziomowe Apartamenty,60651323,https://www.otodom.pl/oferta/centrum-wilda-dwupoziomowe-apartamenty-ID46ub9.html#edb01b1f6a
"85,20 m²",listing_no_promo,46u7L,,,Nieruchomosci Wielkopolski - Pośrednictwo Sp. z o.o.,489000,5739,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 85,20 m², Poznań",60651113,https://www.otodom.pl/oferta/mieszkanie-85-20-m-poznan-ID46u7L.html#edb01b1f6a
"85,20 m²",listing_no_promo,46tZu,,,Obsługa zdalna Biuro Nieruchomości CASTLE,489000,5739,4 pokoje,Mieszkanie na sprzedaż:,Zainwestuj w mieszkanie z widokiem na zysk,60650600,https://www.otodom.pl/oferta/zainwestuj-w-mieszkanie-z-widokiem-na-zysk-ID46tZu.html#edb01b1f6a
24 m²,listing_no_promo,46tPY,,,Dom Tobie bliski - Nieruchomości Przemysław Kiliszewski,205000,8542,1 pokój,Mieszkanie na sprzedaż:,Kawalerka przy ulicy Łozowej w niskiej cenie,60650010,https://www.otodom.pl/oferta/kawalerka-przy-ulicy-lozowej-w-niskiej-cenie-ID46tPY.html#edb01b1f6a
51 m²,listing_no_promo,46fV1,,,Oferta pośrednika,479700,9406,3 pokoje,Mieszkanie na sprzedaż:,Mieszkanie inwestycyjne już przynoszące 3500zł,60596569,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-juz-przynoszace-3500zl-ID46fV1.html#edb01b1f6a
23 m²,listing_no_promo,46tos,,,ALTERNATYWA BIS BIURO OBROTU NIERUCHMOŚCIAMI TOMASZ MARSZAŁEK,205000,8913,1 pokój,Mieszkanie na sprzedaż:,kawalerka w niskim bloku,60648304,https://www.otodom.pl/oferta/kawalerka-w-niskim-bloku-ID46tos.html#edb01b1f6a
128 m²,listing_no_promo,45jMq,,,Dominum Sp. z o.o.,670000,5234,4 pokoje,Mieszkanie na sprzedaż:,4 mieszkania plus garaż-Dębiec oferta inwestycyjna,60373022,https://www.otodom.pl/oferta/4-mieszkania-plus-garaz-debiec-oferta-inwestycyjna-ID45jMq.html#edb01b1f6a
"26,40 m²",listing_no_promo,46t0D,,,Oferta prywatna,250000,9470,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie w Centrum - Poznań ul. Górna Wilda 75,60646827,https://www.otodom.pl/oferta/mieszkanie-w-centrum-poznan-ul-gorna-wilda-75-ID46t0D.html#edb01b1f6a
