area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url
42 m²,promo_top_ads,45iSO,,,Oferta prywatna,549000,13071,2 pokoje,Mieszkanie na sprzedaż:,Apartament - Centrum 2 pokoje + miejsce postojowe,60369574,https://www.otodom.pl/oferta/apartament-centrum-2-pokoje-miejsce-postojowe-ID45iSO.html#228a167f79
52 m²,promo_top_ads,46Cz8,,,Oferta pośrednika,330000,6346,3 pokoje,Mieszkanie na sprzedaż:,Sprzedam 3-pokojowe mieszkanie na Dębcu!!!,60683562,https://www.otodom.pl/oferta/sprzedam-3-pokojowe-mieszkanie-na-debcu-ID46Cz8.html#228a167f79
"55,41 m²",promo_top_ads,46ebN,,,Oferta prywatna,355000,6407,3 pokoje,Mieszkanie na sprzedaż:,Mieszkanie 3 pokojowe Wilda Poznań Nowe - Okazja,60589859,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-wilda-poznan-nowe-okazja-ID46ebN.html#228a167f79
"64,50 m²",listing_no_promo,45rVE,,,Biuro Nieruchomości,563000,8729,3 pokoje,Mieszkanie na sprzedaż:,Trzy kawalerki- gotowiec inwestycyjny,60404408,https://www.otodom.pl/oferta/trzy-kawalerki-gotowiec-inwestycyjny-ID45rVE.html#228a167f79
58 m²,listing_no_promo,45Nul,,,Nieruchomości Familia,569000,9810,3 pokoje,Mieszkanie na sprzedaż:,3 pokoje 2019 rok z ogródkiem i garażem!,60487221,https://www.otodom.pl/oferta/3-pokoje-2019-rok-z-ogrodkiem-i-garazem-ID45Nul.html#228a167f79
"63,90 m²",listing_no_promo,45KHp,,,Keller Williams Evolution,699950,10954,3 pokoje,Mieszkanie na sprzedaż:,Apartament 3 pokojowy w centrum - wysoki standard!,60476499,https://www.otodom.pl/oferta/apartament-3-pokojowy-w-centrum-wysoki-standard-ID45KHp.html#228a167f79
86 m²,listing_no_promo,45K4Z,,,Sytek-Nieruchomości,767000,8919,3 pokoje,Mieszkanie na sprzedaż:,3 pokoje mieszkanie/biuro.Balkon. kamienica. Winda,60474117,https://www.otodom.pl/oferta/3-pokoje-mieszkanie-biuro-balkon-kamienica-winda-ID45K4Z.html#228a167f79
"21,92 m²",listing_no_promo,45JZe,,,Property & Homes Sp. z o.o.,145000,6615,1 pokój,Mieszkanie na sprzedaż:,"Mieszkanie, 21,92 m², Poznań",60473760,https://www.otodom.pl/oferta/mieszkanie-21-92-m-poznan-ID45JZe.html#228a167f79
77 m²,listing_no_promo,45JtQ,,,Van Hausen Kołodziejczyk Wierzejewski Sp. J.,775000,10065,4 pokoje,Mieszkanie na sprzedaż:,** Piękne mieszkanie ** 4 pokoje ** Wilda ** Odród,60471814,https://www.otodom.pl/oferta/piekne-mieszkanie-4-pokoje-wilda-odrod-ID45JtQ.html#228a167f79
64 m²,listing_no_promo,45IoX,,,Everest Select Properties,298000,4656,3 pokoje,Mieszkanie na sprzedaż:,4.650 zł za mkw,60467667,https://www.otodom.pl/oferta/4-650-zl-za-mkw-ID45IoX.html#228a167f79
"92,50 m²",listing_no_promo,45Gdy,,,Baszta Nieruchomości,412000,4454,2 pokoje,Mieszkanie na sprzedaż:,"Słoneczne, przestronne mieszkanie na Wildzie",60459272,https://www.otodom.pl/oferta/sloneczne-przestronne-mieszkanie-na-wildzie-ID45Gdy.html#228a167f79
58 m²,listing_no_promo,45CZU,,,Home Emperor sp. z o.o.,569000,9810,3 pokoje,Mieszkanie na sprzedaż:,Apartament RedPark z wysokością jak w kamienicy!,60446894,https://www.otodom.pl/oferta/apartament-redpark-z-wysokoscia-jak-w-kamienicy-ID45CZU.html#228a167f79
51 m²,listing_no_promo,45CPa,,,JNG Nieruchomości,345000,6765,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 51 m², Poznań",60446228,https://www.otodom.pl/oferta/mieszkanie-51-m-poznan-ID45CPa.html#228a167f79
46 m²,listing_no_promo,45C4b,,,Sytek-Nieruchomości,332600,7230,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie na poddaszu,60443315,https://www.otodom.pl/oferta/mieszkanie-na-poddaszu-ID45C4b.html#228a167f79
"61,70 m²",listing_no_promo,45Bk5,,,"""HanRad Nieruchomości"" Hanna Radziwiłko",499000,8088,3 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie na sprzedaż, Wilda, Czwartaków, 62m2.",60440457,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-wilda-czwartakow-62m2-ID45Bk5.html#228a167f79
"143,05 m²",listing_no_promo,45AGs,,,Home Empire,359000,2510,8 pokoi,Mieszkanie na sprzedaż:,"Wilda, poddasze do nadbudowy! Dla inwestora!",60438000,https://www.otodom.pl/oferta/wilda-poddasze-do-nadbudowy-dla-inwestora-ID45AGs.html#228a167f79
"84,50 m²",listing_no_promo,3ZtKg,,,Browwar Nieruchomości,460000,5444,3 pokoje,Mieszkanie na sprzedaż:,"Obok Starego Browaru,możliwość podziału na 2!Okazj",58981360,https://www.otodom.pl/oferta/obok-starego-browaru-mozliwosc-podzialu-na-2-okazj-ID3ZtKg.html#228a167f79
"79,50 m²",listing_no_promo,45yK5,,,DUDA Development,72340586,9099,4 pokoje,Mieszkanie na sprzedaż:,"Fyrtel Wilda 5/M30, 1 mieszkanie = 4 kawalerki!",60430537,https://www.otodom.pl/oferta/fyrtel-wilda-5-m30-1-mieszkanie-4-kawalerki-ID45yK5.html#228a167f79
"79,61 m²",listing_no_promo,45yJW,,,DUDA Development,70736163,8885,4 pokoje,Mieszkanie na sprzedaż:,"Fyrtel Wilda 4/M23, 1 mieszkanie = 4 kawalerki!",60430527,https://www.otodom.pl/oferta/fyrtel-wilda-4-m23-1-mieszkanie-4-kawalerki-ID45yJW.html#228a167f79
"79,53 m²",listing_no_promo,45yJO,,,DUDA Development,68962276,8671,4 pokoje,Mieszkanie na sprzedaż:,"Fyrtel Wilda 3/M16, 1 mieszkanie = 4 kawalerki!",60430520,https://www.otodom.pl/oferta/fyrtel-wilda-3-m16-1-mieszkanie-4-kawalerki-ID45yJO.html#228a167f79
"79,85 m²",listing_no_promo,45yJD,,,DUDA Development,67587665,8464,4 pokoje,Mieszkanie na sprzedaż:,"Fyrtel Wilda 2/M9, 1 mieszkanie = 4 kawalerki!",60430509,https://www.otodom.pl/oferta/fyrtel-wilda-2-m9-1-mieszkanie-4-kawalerki-ID45yJD.html#228a167f79
"79,96 m²",listing_no_promo,45yJz,,,DUDA Development,65919135,8244,4 pokoje,Mieszkanie na sprzedaż:,"Fyrtel Wilda 1/M2, 1 mieszkanie = 4 kawalerki!",60430505,https://www.otodom.pl/oferta/fyrtel-wilda-1-m2-1-mieszkanie-4-kawalerki-ID45yJz.html#228a167f79
"59,96 m²",listing_no_promo,45yFV,,,DUDA Development,50700545,8456,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 2/M11, Wilda, 59,96m2",60430280,https://www.otodom.pl/oferta/mieszkanie-2-m11-wilda-59-96m2-ID45yFV.html#228a167f79
"79,96 m²",listing_no_promo,45yFQ,,,DUDA Development,65919135,8244,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 1/M2, Wilda, 79.96m2",60430274,https://www.otodom.pl/oferta/mieszkanie-1-m2-wilda-79-96m2-ID45yFQ.html#228a167f79
26 m²,listing_no_promo,45vHh,,,Paczesny Nieruchomości,272000,10462,1 pokój,Mieszkanie na sprzedaż:,Kawalerka/Saperska/Os. Wechta,60422675,https://www.otodom.pl/oferta/kawalerka-saperska-os-wechta-ID45vHh.html#228a167f79
"55,90 m²",listing_no_promo,45upQ,,,ARBIS  Nieruchomości,319000,5707,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 55,90 m², Poznań",60413906,https://www.otodom.pl/oferta/mieszkanie-55-90-m-poznan-ID45upQ.html#228a167f79
42 m²,listing_no_promo,45u0q,,,Biuro Nieruchomości CASTLE,320000,7619,2 pokoje,Mieszkanie na sprzedaż:,Zamieszkaj blisko centrum!,60412330,https://www.otodom.pl/oferta/zamieszkaj-blisko-centrum-ID45u0q.html#228a167f79
"72,30 m²",listing_no_promo,45tfO,,,Inwestycje Hryniewicz.pl Sp. z o.o.,659000,9115,7 pokoi,Mieszkanie na sprzedaż:,"Mieszkanie inwestycyjne ul. Górna Wilda Roi 10,2%",60409440,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-ul-gorna-wilda-roi-10-2-ID45tfO.html#228a167f79
48 m²,listing_no_promo,45saW,,,Poznańskie Nieruchomości,299000,6229,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 48 m², Poznań",60405293,https://www.otodom.pl/oferta/mieszkanie-48-m-poznan-ID45saW.html#228a167f79
28 m²,listing_no_promo,45nfx,,,HOL-BOR BIURO OBROTU NIERUCHOMOŚCIAMI,179000,6393,1 pokój,Mieszkanie na sprzedaż:,Dochodowa kawalerka w atrakcyjnej lokalizacji,60386359,https://www.otodom.pl/oferta/dochodowa-kawalerka-w-atrakcyjnej-lokalizacji-ID45nfx.html#228a167f79
52 m²,listing_no_promo,45lPR,,,Property & Homes Sp. z o.o.,344000,6615,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 52 m², Poznań",60380923,https://www.otodom.pl/oferta/mieszkanie-52-m-poznan-ID45lPR.html#228a167f79
142 m²,listing_no_promo,45lse,,,Nieruchomości Renoma,729000,5134,5 pokoi,Mieszkanie na sprzedaż:,Polecam na sprzedaż 5 pokojowe mieszkanie na Wildz,60379458,https://www.otodom.pl/oferta/polecam-na-sprzedaz-5-pokojowe-mieszkanie-na-wildz-ID45lse.html#228a167f79
"72,40 m²",listing_no_promo,45ivP,,,Poznańskie Biuro Nieruchomości AURA,385000,5318,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 72,40 m², Poznań",60368211,https://www.otodom.pl/oferta/mieszkanie-72-40-m-poznan-ID45ivP.html#228a167f79
"38,40 m²",listing_no_promo,43mfT,,,Zarządzanie i Obrót Nieruchomościami Grażyna Czachor,422400,11000,2 pokoje,Mieszkanie na sprzedaż:,Piękne dwupokojowe mieszkanie Wilda,59905881,https://www.otodom.pl/oferta/piekne-dwupokojowe-mieszkanie-wilda-ID43mfT.html#228a167f79
"38,40 m²",listing_no_promo,44Aqy,,,Zarządzanie i Obrót Nieruchomościami Grażyna Czachor,422400,11000,2 pokoje,Mieszkanie na sprzedaż:,Nowoczesne nowe mieszkanie w centrum Poznania,60198686,https://www.otodom.pl/oferta/nowoczesne-nowe-mieszkanie-w-centrum-poznania-ID44Aqy.html#228a167f79
133 m²,listing_no_promo,45dIL,,,RE/MAX Polska - Międzynarodowa Sieć Biur Nieruchomości,699000,5256,5 pokoi,Mieszkanie na sprzedaż:,Inwestycja - Mieszkanie 133 M2 Kamienica Centrum,60349731,https://www.otodom.pl/oferta/inwestycja-mieszkanie-133-m2-kamienica-centrum-ID45dIL.html#228a167f79
"45,70 m²",listing_no_promo,45dAN,,,VanDer Haus Nieruchomości Sp. z o.o.,349900,7656,2 pokoje,Mieszkanie na sprzedaż:,Promocja!!! Teraz niższa cena !!!,60349237,https://www.otodom.pl/oferta/promocja-teraz-nizsza-cena-ID45dAN.html#228a167f79
72 m²,listing_no_promo,45ddQ,,,SzuBed Nieruchomości Bartosz Szuber-Bednarz,545000,7569,5 pokoi,Mieszkanie na sprzedaż:,Gotowiec inwestycyjny - 5 pokoi w Centrum,60347814,https://www.otodom.pl/oferta/gotowiec-inwestycyjny-5-pokoi-w-centrum-ID45ddQ.html#228a167f79
"29,45 m²",listing_no_promo,3Usfi,,,Virke Sp. z o. o.,,,1 pokój,Mieszkanie na sprzedaż:,Komfortowe mieszkanie na zamkniętym osiedlu - B5,57783956,https://www.otodom.pl/oferta/komfortowe-mieszkanie-na-zamknietym-osiedlu-b5-ID3Usfi.html#228a167f79
"146,93 m²",listing_no_promo,451fS,,,OKRE Development Sp. z o.o.,,,5 pokoi,Mieszkanie na sprzedaż:,Mieszkanie w Inwestycji Rynek Wildecki 3,60301812,https://www.otodom.pl/oferta/mieszkanie-w-inwestycji-rynek-wildecki-3-ID451fS.html#228a167f79
"44,34 m²",listing_no_promo,451et,,,OKRE Development Sp. z o.o.,,,1 pokój,Mieszkanie na sprzedaż:,Mieszkanie w Inwestycji Rynek Wildecki 3,60301725,https://www.otodom.pl/oferta/mieszkanie-w-inwestycji-rynek-wildecki-3-ID451et.html#228a167f79
"34,26 m²",listing_no_promo,451fH,,,OKRE Development Sp. z o.o.,,,1 pokój,Mieszkanie na sprzedaż:,Mieszkanie w Inwestycji Rynek Wildecki 3,60301801,https://www.otodom.pl/oferta/mieszkanie-w-inwestycji-rynek-wildecki-3-ID451fH.html#228a167f79
"75,45 m²",listing_no_promo,451fP,,,OKRE Development Sp. z o.o.,,,4 pokoje,Mieszkanie na sprzedaż:,Mieszkanie w Inwestycji Rynek Wildecki 3,60301809,https://www.otodom.pl/oferta/mieszkanie-w-inwestycji-rynek-wildecki-3-ID451fP.html#228a167f79
"123,70 m²",listing_no_promo,454gs,,,Arteria Nieruchomości,989600,8000,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie Inwestycyjne, 4 Segmenty Na Wynajem",60313380,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-4-segmenty-na-wynajem-ID454gs.html#228a167f79
42 m²,listing_no_promo,453Xd,,,Biuro Nieruchomości CASTLE,320000,7619,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie blisko centrum!,60312187,https://www.otodom.pl/oferta/mieszkanie-blisko-centrum-ID453Xd.html#228a167f79
"49,51 m²",listing_no_promo,453HY,,,VanDer Haus Nieruchomości Sp. z o.o.,259900,5249,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie do remontu - dwa pokoje,60311242,https://www.otodom.pl/oferta/mieszkanie-do-remontu-dwa-pokoje-ID453HY.html#228a167f79
47 m²,listing_no_promo,451GO,,,Estate Center sp.zo.o.,315000,6702,2 pokoje,Mieszkanie na sprzedaż:,2 pokojowe mieszkanie w kamienicy na Wildzie,60303482,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-kamienicy-na-wildzie-ID451GO.html#228a167f79
"79,61 m²",listing_no_promo,3EM1C,,,DUDA Development,70736163,8885,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 4/M23, Wilda, 79,61m2",54046740,https://www.otodom.pl/oferta/mieszkanie-4-m23-wilda-79-61m2-ID3EM1C.html#228a167f79
"79,50 m²",listing_no_promo,3EM76,,,DUDA Development,72340586,9099,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 5/M30, Wilda, 78.96m2",54047080,https://www.otodom.pl/oferta/mieszkanie-5-m30-wilda-78-96m2-ID3EM76.html#228a167f79
"79,53 m²",listing_no_promo,3ELzV,,,DUDA Development,68962276,8671,3 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 3/M16, Wilda, 79.53m2",54045024,https://www.otodom.pl/oferta/mieszkanie-3-m16-wilda-79-53m2-ID3ELzV.html#228a167f79
"79,85 m²",listing_no_promo,3EH4Y,,,DUDA Development,67587665,8464,4 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 2/M9, Wilda, 79.85m2",54027728,https://www.otodom.pl/oferta/mieszkanie-2-m9-wilda-79-85m2-ID3EH4Y.html#228a167f79
"44,34 m²",listing_no_promo,451eW,,,OKRE Development Sp. z o.o.,,,1 pokój,Mieszkanie na sprzedaż:,Mieszkanie w Inwestycji Rynek Wildecki 3,60301753,https://www.otodom.pl/oferta/mieszkanie-w-inwestycji-rynek-wildecki-3-ID451eW.html#228a167f79
46 m²,listing_no_promo,44mjx,,,Platan Nieruchomości Sp. z o.o.,320000,6957,2 pokoje,Mieszkanie na sprzedaż:,2-pokojowe mieszkanie idealne dla inwestora,60144435,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-idealne-dla-inwestora-ID44mjx.html#228a167f79
"98,90 m²",listing_no_promo,44YkA,,,Pepeta Nieruchomości - Danuta Pepeta,649000,6562,3 pokoje,Mieszkanie na sprzedaż:,Urokliwe trzypokojowe w kamienicy 10 min od browar,60290572,https://www.otodom.pl/oferta/urokliwe-trzypokojowe-w-kamienicy-10-min-od-browar-ID44YkA.html#228a167f79
"39,47 m²",listing_no_promo,3jCiy,,,OKRE Development Sp. z o.o.,350099,8870,2 pokoje,Mieszkanie na sprzedaż:,"B.4.M.5 - 2 pokoje, 4 piętro - Saperska 30",49004462,https://www.otodom.pl/oferta/b-4-m-5-2-pokoje-4-pietro-saperska-30-ID3jCiy.html#228a167f79
"76,65 m²",listing_no_promo,3jDeg,,,OKRE Development Sp. z o.o.,559515,7300,4 pokoje,Mieszkanie na sprzedaż:,"B.3.M.6 - 4 pokoje, 3 piętro - Saperska 30",49008040,https://www.otodom.pl/oferta/b-3-m-6-4-pokoje-3-pietro-saperska-30-ID3jDeg.html#228a167f79
"67,80 m²",listing_no_promo,3jGDc,,,OKRE Development Sp. z o.o.,501687,7400,3 pokoje,Mieszkanie na sprzedaż:,"A.0.M.1 - 3 pokoje, parter - Saperska 30",49021118,https://www.otodom.pl/oferta/a-0-m-1-3-pokoje-parter-saperska-30-ID3jGDc.html#228a167f79
42 m²,listing_no_promo,44VnW,,,RE/MAX Polska - Międzynarodowa Sieć Biur Nieruchomości,310000,7381,1 pokój,Mieszkanie na sprzedaż:,Rezerwacja - Duża kawalerka z balkonem na Wildzie.,60283091,https://www.otodom.pl/oferta/rezerwacja-duza-kawalerka-z-balkonem-na-wildzie-ID44VnW.html#228a167f79
49 m²,listing_no_promo,44V8I,,,MyPlace,366000,7469,2 pokoje,Mieszkanie na sprzedaż:,Dwupokojowe na Wildzie z miejscem parkingowym,60282148,https://www.otodom.pl/oferta/dwupokojowe-na-wildzie-z-miejscem-parkingowym-ID44V8I.html#228a167f79
50 m²,listing_no_promo,44RQu,,,Metrohouse S.A.,249000,4980,2 pokoje,Mieszkanie na sprzedaż:,2 Pokojowe Mieszkanie-Świerczewo,60265642,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-swierczewo-ID44RQu.html#228a167f79
"127,50 m²",listing_no_promo,44R7n,,,Poznańscy Doradcy Nieruchomości,899000,7051,9 pokoi,Mieszkanie na sprzedaż:,Mieszkanie inwestycyjne | 9 pokoi | Wynajęte,60262845,https://www.otodom.pl/oferta/mieszkanie-inwestycyjne-9-pokoi-wynajete-ID44R7n.html#228a167f79
115 m²,listing_no_promo,44KgL,,,Imperial House,659000,5730,4 pokoje,Mieszkanie na sprzedaż:,"Gustowne, rzadkie, przestronne, stylowe",60236519,https://www.otodom.pl/oferta/gustowne-rzadkie-przestronne-stylowe-ID44KgL.html#228a167f79
135 m²,listing_no_promo,44JCv,,,Gensler Nieruchomości,535000,3963,4 pokoje,Mieszkanie na sprzedaż:,Przestronne mieszkanie 135 m.kw. 2 balkony,60234024,https://www.otodom.pl/oferta/przestronne-mieszkanie-135-m-kw-2-balkony-ID44JCv.html#228a167f79
57 m²,listing_no_promo,44Dpb,,,Biuro Nieruchomości CASTLE,560000,9825,2 pokoje,Mieszkanie na sprzedaż:,Piękne mieszkanie na Wildzie! 2 pokoje! Garaż!!!,60210133,https://www.otodom.pl/oferta/piekne-mieszkanie-na-wildzie-2-pokoje-garaz-ID44Dpb.html#228a167f79
58 m²,listing_no_promo,44r1t,,,Smart Nieruchomości,373000,6431,2 pokoje,Mieszkanie na sprzedaż:,"Nizinna, 2000 r. Balkon, Do Wprowadzenia",60162535,https://www.otodom.pl/oferta/nizinna-2000-r-balkon-do-wprowadzenia-ID44r1t.html#228a167f79
64 m²,listing_no_promo,44mHz,,,Domurat,359000,5609,2 pokoje,Mieszkanie na sprzedaż:,Wygodne 2 pokoje na Wildzie,60145925,https://www.otodom.pl/oferta/wygodne-2-pokoje-na-wildzie-ID44mHz.html#228a167f79
"52,50 m²",listing_no_promo,44l6B,,,Inwestycje Hryniewicz.pl Sp. z o.o.,432000,8229,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie 2-pokojowe w odnowionej kamienicy,60139789,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-w-odnowionej-kamienicy-ID44l6B.html#228a167f79
"66,60 m²",listing_no_promo,44k9y,,,WITKOWSKI&RAJTER,390000,5856,3 pokoje,Mieszkanie na sprzedaż:,Nowa cena! 3 pokojowe mieszkanie 66 m2 po remoncie,60136128,https://www.otodom.pl/oferta/nowa-cena-3-pokojowe-mieszkanie-66-m2-po-remoncie-ID44k9y.html#228a167f79
29 m²,listing_no_promo,44imv,,,Van Hausen Kołodziejczyk Wierzejewski Sp. J.,179000,6172,1 pokój,Mieszkanie na sprzedaż:,"Mieszkanie, 29 m², Poznań",60129244,https://www.otodom.pl/oferta/mieszkanie-29-m-poznan-ID44imv.html#228a167f79
31 m²,listing_no_promo,44dqd,,,Dom Tobie bliski - Nieruchomości Przemysław Kiliszewski,265000,8548,1 pokój,Mieszkanie na sprzedaż:,Mieszkanie przy ulicy Chłapowskiego Wilda,60110253,https://www.otodom.pl/oferta/mieszkanie-przy-ulicy-chlapowskiego-wilda-ID44dqd.html#228a167f79
57 m²,listing_no_promo,44d26,,,JMK Kosmaczewscy Nieruchomości,379000,6649,3 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie przy Parku, Centrum Poznanie!!!",60108758,https://www.otodom.pl/oferta/mieszkanie-przy-parku-centrum-poznanie-ID44d26.html#228a167f79
58 m²,listing_no_promo,44cGK,,,Garbacik Nieruchomości,389000,6707,2 pokoje,Mieszkanie na sprzedaż:,"ŚWIERCZEWO 2-pok. 58m2, taras 12m2, piwnica 5.9m2",60107434,https://www.otodom.pl/oferta/swierczewo-2-pok-58m2-taras-12m2-piwnica-5-9m2-ID44cGK.html#228a167f79
"33,19 m²",listing_no_promo,44bCJ,,,Dawa Anna Przybył,240000,7231,2 pokoje,Mieszkanie na sprzedaż:,"1 piętro,dwa pokoje,Dębiec",60103341,https://www.otodom.pl/oferta/1-pietro-dwa-pokoje-debiec-ID44bCJ.html#228a167f79
"42,31 m²",listing_no_promo,44biJ,,,Abri Nieruchomości,368097,8700,2 pokoje,Mieszkanie na sprzedaż:,"Nowe mieszkanie 2 pokoje, centrum",60102101,https://www.otodom.pl/oferta/nowe-mieszkanie-2-pokoje-centrum-ID44biJ.html#228a167f79
"57,40 m²",listing_no_promo,44avf,,,Corner Nieruchomości,590000,10279,2 pokoje,Mieszkanie na sprzedaż:,Luksusowe 2 pokoje Mieszkanie Na sprzedaż,60099095,https://www.otodom.pl/oferta/luksusowe-2-pokoje-mieszkanie-na-sprzedaz-ID44avf.html#228a167f79
