area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url
"30,24 m²",promo_top_ads,3A3bh,,,Oferta pośrednika,265900,8793,1 pokój,Mieszkanie na sprzedaż:,"Saperska30,oddanie budynku za 2 msc Wilda, Centrum",52921047,https://www.otodom.pl/oferta/saperska30-oddanie-budynku-za-2-msc-wilda-centrum-ID3A3bh.html#e71e331289
"45,50 m²",promo_top_ads,46rJV,,,Oferta prywatna,330000,7253,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie 2-pokojowe w kamienicy,60641948,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-w-kamienicy-ID46rJV.html#e71e331289
57 m²,promo_top_ads,46qZ4,,,Oferta prywatna,279000,4895,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie 2 Pokoje Do remontu Centrum Wilda,60639042,https://www.otodom.pl/oferta/mieszkanie-2-pokoje-do-remontu-centrum-wilda-ID46qZ4.html#e71e331289
"48,50 m²",listing_no_promo,46ob6,,,Obsługa zdalna Oferta prywatna,329000,6784,2 pokoje,Mieszkanie na sprzedaż:,"REZERWACJA/ nowe budownictwo, winda, garaż, Wilda",60628256,https://www.otodom.pl/oferta/rezerwacja-nowe-budownictwo-winda-garaz-wilda-ID46ob6.html#e71e331289
"71,10 m²",listing_no_promo,45m80,,,Oferta prywatna,539000,7581,3 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie 3-pokojowe, 71m2, Poznań ul.Saperska",60382048,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-71m2-poznan-ul-saperska-ID45m80.html#e71e331289
"45,70 m²",listing_no_promo,465Vf,,,Ślemp Nieruchomości Radosław Ślemp,350000,7659,2 pokoje,Mieszkanie na sprzedaż:,***Takie Oferty Nie Pojawiają Się Często***,60558143,https://www.otodom.pl/oferta/takie-oferty-nie-pojawiaja-sie-czesto-ID465Vf.html#e71e331289
36 m²,listing_no_promo,46E5L,,,Oferta prywatna,309900,8608,2 pokoje,Mieszkanie na sprzedaż:,"Piękne mieszkanie 36m2 Dębiec, laskowa 4",60689429,https://www.otodom.pl/oferta/piekne-mieszkanie-36m2-debiec-laskowa-4-ID46E5L.html#e71e331289
45 m²,listing_no_promo,46DUK,,,Platan Nieruchomości Sp. z o.o.,330000,7333,2 pokoje,Mieszkanie na sprzedaż:,M2 po generalnym remoncie pięknie urządzone!,60688746,https://www.otodom.pl/oferta/m2-po-generalnym-remoncie-pieknie-urzadzone-ID46DUK.html#e71e331289
19 m²,listing_no_promo,46DN9,,,Corner Nieruchomości,189000,9947,1 pokój,Mieszkanie na sprzedaż:,Kawalerka w rewitalizowanej kamienicy.,60688275,https://www.otodom.pl/oferta/kawalerka-w-rewitalizowanej-kamienicy-ID46DN9.html#e71e331289
38 m²,listing_no_promo,46DFG,,,Oferta prywatna,415000,10921,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie ul. Wierzbięcice z miejscem parkingowym,60687812,https://www.otodom.pl/oferta/mieszkanie-ul-wierzbiecice-z-miejscem-parkingowym-ID46DFG.html#e71e331289
"35,65 m²",listing_no_promo,46DAU,,,Keller Williams Evolution,310000,8696,2 pokoje,Mieszkanie na sprzedaż:,2-pokojowe mieszkanie w cichej okolicy,60687516,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-w-cichej-okolicy-ID46DAU.html#e71e331289
42 m²,listing_no_promo,45iSO,,,Oferta prywatna,549000,13071,2 pokoje,Mieszkanie na sprzedaż:,Apartament - Centrum 2 pokoje + miejsce postojowe,60369574,https://www.otodom.pl/oferta/apartament-centrum-2-pokoje-miejsce-postojowe-ID45iSO.html#e71e331289
"47,40 m²",listing_no_promo,46nrI,,,SZEŚĆ ŚCIAN,369000,7785,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie 2-pok | Winda | Łozowa,60625442,https://www.otodom.pl/oferta/mieszkanie-2-pok-winda-lozowa-ID46nrI.html#e71e331289
"66,94 m²",listing_no_promo,45S2S,,,Oferta prywatna,489000,7305,3 pokoje,Mieszkanie na sprzedaż:,"PILNIE!!! Bezpośrednio, ul. Umińskiego, 66,94m2",60504738,https://www.otodom.pl/oferta/pilnie-bezposrednio-ul-uminskiego-66-94m2-ID45S2S.html#e71e331289
"54,85 m²",listing_no_promo,46iL2,,,Oferta prywatna,439000,8004,2 pokoje,Mieszkanie na sprzedaż:,"PIĘKNE w kamienicy, po remoncie, 2 pokoje, WILDA",60607420,https://www.otodom.pl/oferta/piekne-w-kamienicy-po-remoncie-2-pokoje-wilda-ID46iL2.html#e71e331289
"64,02 m²",listing_no_promo,46DcB,,,Obsługa zdalna Biuro Sprzedaży Mieszkań,325000,5077,3 pokoje,Mieszkanie na sprzedaż:,"os. Dębina, 64m2, 3-pokoje, Dębiec => OKAZJA!",60686009,https://www.otodom.pl/oferta/os-debina-64m2-3-pokoje-debiec-okazja-ID46DcB.html#e71e331289
"38,60 m²",listing_no_promo,46pHu,,,Oferta prywatna,415000,10751,2 pokoje,Mieszkanie na sprzedaż:,Piękne mieszkanie na ul. Rolnej Poznań 2p umeblowa,60634108,https://www.otodom.pl/oferta/piekne-mieszkanie-na-ul-rolnej-poznan-2p-umeblowa-ID46pHu.html#e71e331289
38 m²,listing_no_promo,46BJD,,,Oferta prywatna,410000,10789,2 pokoje,Mieszkanie na sprzedaż:,mieszkanie 2 pok/2poziomy (cena z garażem),60680369,https://www.otodom.pl/oferta/mieszkanie-2-pok-2poziomy-cena-z-garazem-ID46BJD.html#e71e331289
53 m²,listing_no_promo,42n8L,,,Oferta prywatna,599000,11302,2 pokoje,Mieszkanie na sprzedaż:,Wyjątkowy apartament nad Wartą w centrum Poznania,59670955,https://www.otodom.pl/oferta/wyjatkowy-apartament-nad-warta-w-centrum-poznania-ID42n8L.html#e71e331289
"87,57 m²",listing_no_promo,462Zv,,,Nieruchomości Konwerski,820000,9364,3 pokoje,Mieszkanie na sprzedaż:,"Greenpoint, Wysoki Standard, Duża Przestrzeń - 87,",60546814,https://www.otodom.pl/oferta/greenpoint-wysoki-standard-duza-przestrzen-87-ID462Zv.html#e71e331289
38 m²,listing_no_promo,46oXT,,,Oferta pośrednika,259000,6816,2 pokoje,Mieszkanie na sprzedaż:,"AKTUALNE!Ciekawe mieszkanie dwupokojowe , balkon",60631281,https://www.otodom.pl/oferta/aktualne-ciekawe-mieszkanie-dwupokojowe-balkon-ID46oXT.html#e71e331289
56 m²,listing_no_promo,46CJp,,,ARBIS  Nieruchomości,319000,5696,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie, 56 m², Poznań",60684199,https://www.otodom.pl/oferta/mieszkanie-56-m-poznan-ID46CJp.html#e71e331289
88 m²,listing_no_promo,46t1r,,,Oferta prywatna,490000,5568,3 pokoje,Mieszkanie na sprzedaż:,Mieszkanie 3 pokoje Wilda Poznań,60646877,https://www.otodom.pl/oferta/mieszkanie-3-pokoje-wilda-poznan-ID46t1r.html#e71e331289
"82,90 m²",listing_no_promo,46CGA,,,A-DOM Biuro Obsługi Nieruchomomści Adam Kisiel,563720,6800,3 pokoje,Mieszkanie na sprzedaż:,przestronne 3 pokoje w świetnej lokalizacji,60684024,https://www.otodom.pl/oferta/przestronne-3-pokoje-w-swietnej-lokalizacji-ID46CGA.html#e71e331289
255 m²,listing_no_promo,46sUZ,,,Obsługa zdalna Gensler Nieruchomości,739500,2900,>10 pokoi,Mieszkanie na sprzedaż:,255m.kw. 6 mieszkań. Zrewitalizowana kamienica,60646477,https://www.otodom.pl/oferta/255m-kw-6-mieszkan-zrewitalizowana-kamienica-ID46sUZ.html#e71e331289
52 m²,listing_no_promo,46Cz8,,,Oferta pośrednika,330000,6346,3 pokoje,Mieszkanie na sprzedaż:,Sprzedam 3-pokojowe mieszkanie na Dębcu!!!,60683562,https://www.otodom.pl/oferta/sprzedam-3-pokojowe-mieszkanie-na-debcu-ID46Cz8.html#e71e331289
"45,39 m²",listing_no_promo,46vtg,,,Oferta prywatna,329000,7248,2 pokoje,Mieszkanie na sprzedaż:,"Mieszkanie na sprzedaż, Poznań, Dębiec",60660134,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-poznan-debiec-ID46vtg.html#e71e331289
"55,04 m²",listing_no_promo,458Yo,,,Choiński Kroll Nieruchomości,399000,7249,3 pokoje,Mieszkanie na sprzedaż:,Trzypokojowe w niskim bloku na Dębcu,60331480,https://www.otodom.pl/oferta/trzypokojowe-w-niskim-bloku-na-debcu-ID458Yo.html#e71e331289
